User_ID,Age,Gender,Daily_Usage_Hours,Phone_Usage_Before_Sleep,Anxiety_Without_Phone,Checks_Per_Hour,Impact_On_Daily_Life,Time_Without_Checking_Phone_Min,Smartphone_Addiction
USR_01453,29,Male,5.4,High,High,11,High,174,-1
USR_01454,34,Male,5.2,High,Moderate,6,High,209,0
USR_01455,30,Female,3.5,High,High,8,Low,73,0
USR_01456,31,Male,2.8,High,High,6,Low,143,0
USR_01457,20,Female,6.7,Moderate,None,6,None,33,0
USR_01458,18,Female,7.0,Moderate,None,7,High,115,1
USR_01459,27,Male,5.9,None,Low,11,Low,96,0
USR_01460,19,Male,3.8,High,High,7,Moderate,224,0
USR_01461,31,Female,3.2,High,High,8,High,9,0
USR_01462,22,Female,2.3,Moderate,Moderate,4,Moderate,24,0
USR_01463,28,Female,4.3,Moderate,High,7,Moderate,105,0
USR_01464,25,Male,3.3,Moderate,None,8,High,43,0
USR_01465,22,Male,1.7,Low,High,9,High,206,1
USR_01466,29,Male,6.9,High,None,14,Moderate,164,0
USR_01467,20,Male,2.6,Low,Moderate,14,Moderate,161,0
USR_01468,18,Female,7.7,Moderate,Low,7,High,198,0
USR_01469,26,Female,6.4,High,High,4,High,131,0
USR_01470,26,Female,6.1,Low,Low,5,None,5,0
USR_01471,33,Female,9.2,Moderate,High,11,Low,216,0
USR_01472,30,Female,2.7,High,Moderate,8,Low,123,1
USR_01473,27,Male,7.4,High,Low,14,High,133,1
USR_01474,24,Male,4.8,High,High,8,High,8,1
USR_01475,25,Female,11.2,Moderate,Moderate,7,Low,147,0
USR_01476,27,Male,4.7,High,Moderate,6,High,179,-1
USR_01477,32,Female,4.3,High,High,7,Moderate,162,0
USR_01478,21,Female,6.4,High,Moderate,5,High,138,0
USR_01479,22,Male,5.0,Moderate,High,9,Moderate,106,1
USR_01480,29,Female,3.8,Low,High,1,Low,133,0
USR_01481,28,Female,3.4,Low,Moderate,11,Low,203,0
USR_01482,23,Female,8.7,High,Moderate,8,None,66,0
USR_01483,25,Female,2.9,None,High,8,None,196,0
USR_01484,24,Female,6.0,Moderate,Low,9,Moderate,137,0
USR_01485,33,Male,7.8,Low,Low,5,Moderate,58,0
USR_01486,17,Male,7.9,High,Moderate,8,High,53,1
USR_01487,20,Female,4.2,High,Moderate,4,Moderate,11,0
USR_01488,20,Female,5.0,Low,High,4,High,104,0
USR_01489,21,Male,4.6,High,Moderate,5,Low,7,1
USR_01490,34,Male,2.1,Moderate,Moderate,10,Moderate,80,-1
USR_01491,23,Female,6.7,Low,High,8,Low,127,0
USR_01492,31,Female,5.6,Low,Moderate,5,Moderate,193,0
USR_01493,28,Female,8.7,None,High,5,High,83,-1
USR_01494,16,Female,3.7,Moderate,High,2,Low,216,0
USR_01495,32,Male,7.9,High,Moderate,7,Low,173,1
USR_01496,22,Male,8.1,High,Moderate,8,Low,153,0
USR_01497,28,Female,5.6,Moderate,Moderate,8,Low,36,-1
USR_01498,19,Male,0.7,Moderate,Moderate,5,Moderate,16,1
USR_01499,19,Male,4.4,High,None,4,None,233,0
USR_01500,21,Male,9.4,High,Moderate,7,Moderate,108,-1
USR_01501,34,Female,6.2,Moderate,Moderate,4,Low,115,-1
USR_01502,27,Female,7.0,Low,High,5,Low,11,0
USR_01503,22,Male,5.3,None,High,12,High,183,0
USR_01504,25,Male,5.0,Low,High,3,None,177,0
USR_01505,34,Female,1.4,Low,Moderate,6,None,99,0
USR_01506,22,Other,7.2,Moderate,Low,3,Moderate,69,0
USR_01507,18,Male,7.9,None,High,5,Low,192,0
USR_01508,28,Female,3.4,Moderate,High,9,None,207,1
USR_01509,28,Male,5.1,Low,High,3,High,49,0
USR_01510,33,Female,4.8,None,High,3,None,38,-1
USR_01511,23,Male,6.4,None,None,6,Moderate,215,0
USR_01512,24,Male,4.3,High,Moderate,8,Low,143,1
USR_01513,22,Female,7.5,High,High,6,Moderate,229,0
USR_01514,16,Female,5.7,High,Moderate,8,Moderate,165,-1
USR_01515,18,Male,0.5,High,Moderate,5,Low,12,0
USR_01516,28,Female,6.5,High,Moderate,10,Moderate,49,0
USR_01517,32,Male,7.7,High,High,8,Moderate,204,0
USR_01518,16,Female,3.0,High,Moderate,8,Moderate,230,0
USR_01519,21,Male,6.4,Moderate,High,8,Moderate,108,0
USR_01520,21,Female,9.5,Moderate,Low,4,Moderate,223,0
USR_01521,27,Male,5.7,High,Moderate,7,High,225,0
USR_01522,28,Female,8.0,Moderate,Moderate,11,Moderate,82,0
USR_01523,28,Female,4.5,Moderate,High,6,High,166,0
USR_01524,30,Female,5.5,Moderate,High,7,Moderate,49,1
USR_01525,31,Female,5.0,None,High,4,Moderate,127,1
USR_01526,26,Female,4.6,High,None,10,Moderate,233,0
USR_01527,20,Male,5.2,High,High,9,High,197,0
USR_01528,19,Male,1.9,High,High,4,High,205,1
USR_01529,18,Female,4.8,High,None,4,Low,184,0
USR_01530,34,Male,8.4,Moderate,Moderate,6,Moderate,142,1
USR_01531,33,Female,3.4,High,Low,4,Moderate,226,0
USR_01532,30,Other,3.2,High,High,7,High,47,1
USR_01533,24,Male,5.6,High,Moderate,4,Moderate,214,0
USR_01534,32,Female,5.7,High,Moderate,8,Low,85,0
USR_01535,29,Male,6.3,Moderate,Low,6,Moderate,202,0
USR_01536,30,Female,5.2,Moderate,High,8,High,15,0
USR_01537,16,Male,5.7,High,Moderate,7,High,220,0
USR_01538,18,Male,4.7,High,Low,15,None,168,0
USR_01539,31,Female,2.7,High,Moderate,5,Moderate,229,0
USR_01540,26,Female,5.3,High,Moderate,11,High,229,-1
USR_01541,27,Female,7.1,Low,High,7,None,150,0
USR_01542,25,Female,6.6,High,High,7,High,195,0
USR_01543,31,Male,1.7,Moderate,Moderate,10,Low,9,-1
USR_01544,23,Female,6.1,Low,Moderate,2,High,35,0
USR_01545,21,Male,3.5,High,None,6,High,20,0
USR_01546,27,Female,8.6,High,Moderate,9,Moderate,198,1
USR_01547,23,Female,6.2,None,Moderate,7,High,13,0
USR_01548,19,Female,7.5,Low,Low,5,High,6,1
USR_01549,23,Female,5.5,Moderate,High,14,None,41,1
USR_01550,33,Male,5.4,Low,Moderate,5,High,88,0
USR_01551,20,Female,8.8,Low,High,6,Low,191,1
USR_01552,24,Male,7.6,High,High,4,High,213,0
USR_01553,19,Female,5.8,Low,Low,9,None,62,0
USR_01554,32,Male,5.1,Moderate,Moderate,7,None,221,0
USR_01555,24,Female,1.7,Moderate,Moderate,11,High,87,0
USR_01556,16,Female,6.2,None,Moderate,9,Moderate,110,0
USR_01557,28,Male,5.2,Low,Moderate,11,Low,140,0
USR_01558,31,Male,6.7,High,High,7,High,56,1
USR_01559,28,Female,7.4,High,Moderate,11,Low,79,0
USR_01560,29,Male,8.2,Moderate,Moderate,6,None,209,0
USR_01561,18,Male,6.2,Moderate,Low,4,High,81,0
USR_01562,21,Male,3.2,Moderate,High,4,Low,205,0
USR_01563,33,Male,0.8,None,High,3,High,73,0
USR_01564,34,Female,3.7,Low,Moderate,6,Moderate,214,0
USR_01565,20,Female,8.4,High,Low,4,High,236,0
USR_01566,30,Male,9.5,High,Moderate,12,Moderate,129,1
USR_01567,17,Male,5.0,Moderate,Moderate,13,High,184,1
USR_01568,25,Male,2.3,Moderate,None,2,High,210,0
USR_01569,33,Male,4.1,Moderate,None,11,Low,38,0
USR_01570,28,Male,8.0,Moderate,Low,7,High,218,0
USR_01571,20,Male,4.2,Moderate,Low,8,Moderate,180,0
USR_01572,16,Male,6.8,High,High,8,High,101,0
USR_01573,16,Female,5.9,High,Low,8,High,156,0
USR_01574,33,Male,7.1,Moderate,Moderate,9,Moderate,225,1
USR_01575,30,Female,9.5,High,None,9,High,17,0
USR_01576,32,Female,6.8,High,High,11,Low,54,0
USR_01577,26,Female,5.8,High,Moderate,9,Moderate,95,0
USR_01578,32,Female,9.7,Moderate,Moderate,10,Low,197,1
USR_01579,28,Female,6.3,High,Moderate,6,High,203,0
USR_01580,16,Female,3.8,Low,High,7,Low,8,0
USR_01581,17,Female,7.0,Moderate,Moderate,8,Moderate,68,1
USR_01582,24,Female,6.5,Moderate,Low,9,High,78,0
USR_01583,18,Female,4.8,Moderate,Moderate,8,Low,236,0
USR_01584,16,Female,4.4,High,High,8,Low,231,0
USR_01585,31,Male,4.8,Moderate,Low,1,High,171,0
USR_01586,21,Male,4.3,None,High,10,None,195,0
USR_01587,32,Male,4.9,Low,High,11,Low,190,1
USR_01588,20,Female,3.6,None,Moderate,4,High,20,0
USR_01589,20,Female,6.3,Moderate,Low,3,High,223,0
USR_01590,21,Female,6.2,High,Moderate,7,Moderate,88,0
USR_01591,18,Female,6.3,High,Moderate,10,High,194,0
USR_01592,20,Male,5.4,Moderate,High,11,High,142,1
USR_01593,20,Male,5.1,High,Moderate,4,Moderate,113,0
USR_01594,25,Female,8.7,High,High,6,High,66,1
USR_01595,25,Female,5.6,Low,None,7,Moderate,165,0
USR_01596,34,Other,8.3,High,Low,5,High,203,0
USR_01597,32,Male,3.3,High,Moderate,7,High,174,0
USR_01598,29,Female,6.8,Low,Moderate,14,High,48,1
USR_01599,24,Female,3.9,Low,Low,4,Moderate,178,0
USR_01600,29,Female,4.3,High,Moderate,5,Moderate,90,0
USR_01601,16,Female,4.6,Low,High,4,Low,239,0
USR_01602,34,Female,4.5,Low,High,5,None,85,0
USR_01603,28,Male,4.5,High,Moderate,4,High,205,0
USR_01604,28,Female,8.2,High,None,2,High,126,0
USR_01605,19,Female,5.6,High,High,9,Moderate,108,1
USR_01606,16,Female,6.0,Moderate,High,4,High,206,0
USR_01607,32,Female,4.5,High,Moderate,9,High,232,0
USR_01608,23,Male,7.4,None,Low,5,High,227,0
USR_01609,17,Male,6.3,Low,High,9,Moderate,163,0
USR_01610,23,Other,4.8,Low,High,6,Moderate,137,0
USR_01611,22,Female,2.0,None,Moderate,10,None,124,0
USR_01612,17,Female,6.0,Low,Moderate,9,Moderate,150,0
USR_01613,18,Male,6.8,High,High,5,Moderate,138,0
USR_01614,33,Female,3.3,High,High,15,Moderate,110,0
USR_01615,27,Female,4.9,Moderate,Moderate,9,High,182,0
USR_01616,16,Female,6.7,High,Moderate,11,High,131,1
USR_01617,27,Male,2.0,Moderate,None,8,Low,32,0
USR_01618,20,Female,4.1,Moderate,Moderate,10,High,111,0
USR_01619,32,Female,6.3,None,High,1,High,28,0
USR_01620,31,Male,7.9,High,Moderate,11,High,201,0
USR_01621,30,Female,10.3,Low,Moderate,4,High,32,1
USR_01622,30,Female,9.8,High,High,8,High,190,0
USR_01623,20,Female,5.8,Moderate,None,4,Moderate,199,0
USR_01624,29,Female,4.4,High,Low,8,High,150,0
USR_01625,17,Male,7.5,Low,High,8,High,8,0
USR_01626,26,Male,4.3,High,High,9,Low,108,1
USR_01627,34,Male,3.8,Moderate,High,8,Low,181,0
USR_01628,22,Male,4.8,High,High,8,Moderate,132,0
USR_01629,21,Female,4.6,High,Moderate,7,Moderate,132,0
USR_01630,17,Male,6.4,Moderate,Moderate,7,High,110,0
USR_01631,21,Female,4.2,High,None,3,Low,164,0
USR_01632,33,Other,5.7,High,High,6,Moderate,100,-1
USR_01633,17,Female,9.0,High,Moderate,5,Moderate,131,0
USR_01634,33,Female,5.8,Moderate,Low,3,Moderate,215,1
USR_01635,30,Female,8.8,Moderate,Moderate,10,Moderate,97,0
USR_01636,34,Female,8.1,High,High,13,Moderate,229,0
USR_01637,17,Male,6.8,Moderate,High,7,Moderate,70,0
USR_01638,21,Male,4.7,High,High,5,Moderate,62,0
USR_01639,16,Female,7.8,Moderate,None,6,Low,15,0
USR_01640,30,Female,5.0,High,None,6,Moderate,115,0
USR_01641,25,Female,5.5,Moderate,None,7,High,229,0
USR_01642,34,Female,6.2,High,Low,8,Moderate,237,0
USR_01643,32,Female,5.5,None,High,8,None,108,-1
USR_01644,20,Male,3.9,High,None,7,High,69,0
USR_01645,19,Other,2.1,High,None,7,Low,132,0
USR_01646,25,Female,7.6,High,High,10,Moderate,238,-1
USR_01647,32,Male,6.8,Low,High,5,Moderate,21,0
USR_01648,25,Female,1.7,Moderate,Moderate,6,Low,118,0
USR_01649,32,Male,3.9,Moderate,High,8,Low,84,0
USR_01650,20,Female,5.9,None,High,5,Low,70,0
USR_01651,17,Female,6.5,None,None,8,High,122,0
USR_01652,21,Male,2.2,Moderate,None,4,High,117,0
USR_01653,17,Female,5.3,High,High,8,Moderate,136,1
USR_01654,28,Female,6.7,Low,Moderate,5,Low,164,0
USR_01655,26,Male,4.7,High,Low,7,Low,75,0
USR_01656,26,Male,6.1,Moderate,Moderate,7,High,161,0
USR_01657,31,Female,4.4,Moderate,Moderate,5,High,65,0
USR_01658,26,Male,7.5,Low,Low,9,Low,192,0
USR_01659,34,Male,3.7,Moderate,Low,5,Moderate,205,0
USR_01660,30,Male,3.0,Moderate,None,11,Moderate,62,0
USR_01661,31,Male,5.6,None,High,6,Low,231,0
USR_01662,26,Female,2.3,High,High,11,High,57,-1
USR_01663,31,Female,0.9,High,None,15,High,9,0
USR_01664,23,Male,7.9,Moderate,High,7,Low,118,0
USR_01665,19,Female,3.3,None,Moderate,7,High,65,0
USR_01666,23,Male,2.6,High,High,10,High,25,1
USR_01667,19,Female,3.7,High,Moderate,12,High,190,0
USR_01668,18,Other,3.6,High,Moderate,4,High,213,0
USR_01669,18,Male,5.2,High,High,11,High,235,0
USR_01670,33,Female,3.1,None,None,6,Low,18,0
USR_01671,34,Female,6.6,Moderate,High,6,None,100,0
USR_01672,34,Male,6.9,Moderate,Low,13,High,83,0
USR_01673,20,Male,2.7,Moderate,Low,7,Low,217,0
USR_01674,33,Male,4.1,Low,High,7,High,186,1
USR_01675,25,Female,4.3,High,Moderate,7,High,82,0
USR_01676,21,Other,5.1,High,High,5,Moderate,45,0
USR_01677,16,Female,7.9,Moderate,Low,6,None,20,0
USR_01678,20,Female,8.0,High,Moderate,9,None,55,0
USR_01679,24,Female,11.0,High,High,7,High,5,1
USR_01680,27,Female,0.5,High,Moderate,7,High,44,0
USR_01681,29,Female,3.5,High,Moderate,7,None,22,0
USR_01682,17,Male,9.5,High,None,4,High,38,0
USR_01683,32,Female,1.5,Low,High,8,Low,222,1
USR_01684,29,Female,9.4,High,Moderate,4,High,193,1
USR_01685,28,Male,5.8,None,High,3,Moderate,104,0
USR_01686,24,Female,5.9,High,Low,10,Moderate,153,0
USR_01687,30,Male,2.7,Low,High,11,Moderate,133,1
USR_01688,30,Female,4.5,Low,Moderate,4,Low,159,0
USR_01689,26,Female,9.3,None,High,4,High,183,0
USR_01690,31,Male,5.4,Low,Moderate,11,Moderate,143,0
USR_01691,32,Male,4.5,High,Low,6,Moderate,124,0
USR_01692,19,Male,6.4,High,Low,9,High,106,0
USR_01693,16,Female,5.1,High,Low,3,High,119,0
USR_01694,23,Male,6.3,High,Moderate,12,High,18,1
USR_01695,32,Female,3.6,High,Low,7,High,96,0
USR_01696,18,Male,5.3,Low,Moderate,10,None,187,0
USR_01697,30,Other,4.1,Moderate,None,5,Moderate,159,0
USR_01698,30,Female,1.5,Moderate,Moderate,10,Moderate,154,0
USR_01699,29,Female,6.6,None,Moderate,4,Low,25,1
USR_01700,29,Female,2.8,Moderate,High,7,Moderate,124,0
USR_01701,17,Female,5.1,Moderate,Moderate,4,Moderate,156,0
USR_01702,28,Female,7.5,Low,High,4,High,23,0
USR_01703,29,Male,2.2,High,Low,6,High,28,0
USR_01704,34,Male,6.8,High,Moderate,7,High,30,0
USR_01705,22,Male,4.8,None,None,8,Low,157,0
USR_01706,18,Male,3.4,None,High,6,Low,49,0
USR_01707,30,Male,10.0,Low,High,5,Moderate,112,0
USR_01708,29,Female,5.5,Moderate,Low,5,Moderate,161,0
USR_01709,26,Other,4.3,Low,Moderate,7,Moderate,206,0
USR_01710,30,Male,3.8,High,Moderate,7,Moderate,143,-1
USR_01711,28,Female,7.4,High,Low,7,High,28,0
USR_01712,33,Male,4.2,High,Moderate,7,High,28,0
USR_01713,21,Female,7.2,Moderate,High,8,Low,16,0
USR_01714,18,Female,5.5,High,Low,4,Moderate,139,0
USR_01715,34,Female,8.0,High,High,12,High,172,-1
USR_01716,30,Other,3.2,High,Low,7,High,85,0
USR_01717,20,Male,3.5,Moderate,High,7,High,103,0
USR_01718,25,Female,4.9,Low,Moderate,10,Low,74,1
USR_01719,22,Female,5.1,Moderate,High,11,Low,208,0
USR_01720,32,Male,4.7,High,Moderate,8,Moderate,83,1
USR_01721,22,Female,11.3,Moderate,High,5,None,228,0
USR_01722,27,Male,10.0,Moderate,Low,8,Low,27,0
USR_01723,32,Female,6.2,Moderate,Moderate,8,Low,203,0
USR_01724,28,Male,6.4,High,High,8,High,127,0
USR_01725,19,Male,5.0,Moderate,Moderate,6,Moderate,42,0
USR_01726,25,Female,3.2,None,Moderate,12,Moderate,163,0
USR_01727,18,Female,5.1,High,High,7,Moderate,33,1
USR_01728,24,Male,7.2,High,High,6,Low,176,0
USR_01729,28,Male,8.4,High,Moderate,5,High,160,0
USR_01730,33,Female,7.7,Moderate,High,9,Low,80,1
USR_01731,30,Male,2.2,High,High,13,Moderate,223,0
USR_01732,19,Male,4.9,High,High,8,High,72,0
USR_01733,30,Female,2.3,High,Moderate,4,Moderate,25,0
USR_01734,17,Female,8.1,None,Moderate,10,High,13,0
USR_01735,30,Male,4.6,Moderate,High,13,High,53,0
USR_01736,23,Female,5.4,Moderate,None,5,Low,102,0
USR_01737,23,Female,6.6,Low,Low,12,Moderate,41,-1
USR_01738,32,Female,11.6,High,High,10,High,25,0
USR_01739,27,Female,6.1,Low,High,9,None,192,0
USR_01740,34,Male,5.0,Moderate,None,12,High,27,0
USR_01741,25,Male,2.8,High,Moderate,6,High,220,-1
USR_01742,24,Male,8.7,Low,High,8,High,142,0
USR_01743,20,Female,5.1,Low,Moderate,5,High,234,0
USR_01744,21,Male,9.1,Low,Low,7,High,74,0
USR_01745,17,Female,7.9,High,High,10,Low,153,0
USR_01746,28,Male,4.5,None,Low,8,None,105,0
USR_01747,21,Male,2.4,None,Low,9,Low,33,0
USR_01748,20,Female,6.1,High,Moderate,5,Moderate,63,0
USR_01749,16,Male,4.1,High,Low,10,Low,172,0
USR_01750,21,Male,5.6,High,High,6,Moderate,25,0
USR_01751,21,Female,7.8,None,Moderate,10,Moderate,90,0
USR_01752,31,Male,1.9,Moderate,Moderate,9,Moderate,103,0
USR_01753,19,Female,6.1,High,Moderate,9,None,67,0
USR_01754,26,Female,7.2,High,High,7,High,50,0
USR_01755,24,Male,7.3,High,High,4,High,137,0
USR_01756,18,Female,2.5,Moderate,High,9,High,19,0
USR_01757,34,Female,6.4,High,High,9,Moderate,109,0
USR_01758,23,Male,8.1,None,High,8,Moderate,115,0
USR_01759,20,Male,6.3,Moderate,Moderate,10,Moderate,87,0
USR_01760,19,Male,5.2,Low,High,7,High,84,0
USR_01761,21,Female,8.0,High,Moderate,5,Moderate,172,0
USR_01762,17,Male,4.0,High,High,6,Moderate,115,0
USR_01763,26,Female,2.1,Moderate,High,9,Moderate,111,0
USR_01764,19,Female,5.1,High,High,7,Low,91,0
USR_01765,30,Female,6.7,High,High,10,Moderate,8,1
USR_01766,21,Male,7.8,None,Moderate,6,High,217,0
USR_01767,32,Male,6.7,High,High,6,High,156,0
USR_01768,21,Female,7.3,High,None,8,High,46,0
USR_01769,34,Male,7.8,High,None,12,High,123,0
USR_01770,17,Male,4.8,High,Moderate,6,Moderate,30,0
USR_01771,30,Male,5.2,None,Low,8,Moderate,110,0
USR_01772,26,Male,8.3,High,High,7,High,198,0
USR_01773,23,Female,2.8,High,Moderate,8,Low,108,0
USR_01774,34,Male,6.4,Moderate,Low,8,High,12,0
USR_01775,28,Male,3.9,High,High,7,High,77,1
USR_01776,27,Male,7.9,High,High,9,High,198,0
USR_01777,20,Female,5.5,High,High,11,None,82,0
USR_01778,21,Female,5.5,High,Moderate,7,Moderate,152,0
USR_01779,19,Male,9.3,High,Moderate,9,Moderate,70,0
USR_01780,34,Female,3.1,High,Moderate,9,High,72,1
USR_01781,16,Female,6.0,Low,Moderate,10,Low,103,0
USR_01782,32,Female,5.1,High,Moderate,6,Moderate,187,0
USR_01783,27,Female,6.7,Low,Low,3,Moderate,82,0
USR_01784,30,Male,9.7,Low,High,5,Moderate,89,0
USR_01785,16,Male,4.2,Moderate,Low,7,Moderate,83,0
USR_01786,29,Male,2.9,High,Moderate,5,High,43,0
USR_01787,21,Male,3.7,High,Low,4,Low,54,0
USR_01788,20,Other,5.0,Moderate,Low,3,None,24,0
USR_01789,26,Male,5.6,Moderate,Moderate,7,Moderate,74,0
USR_01790,19,Male,5.8,Moderate,High,11,High,160,0
USR_01791,28,Female,9.5,High,Moderate,10,High,121,0
USR_01792,26,Female,9.1,None,None,3,None,116,0
USR_01793,18,Male,8.4,High,Moderate,8,High,175,0
USR_01794,16,Male,11.0,High,High,8,Low,198,-1
USR_01795,21,Male,7.3,High,High,9,Moderate,32,0
USR_01796,33,Female,7.9,High,None,8,Moderate,123,0
USR_01797,25,Male,7.3,Moderate,High,7,High,102,-1
USR_01798,20,Male,6.9,Low,High,12,High,210,0
USR_01799,25,Female,6.4,Low,High,9,Moderate,77,0
USR_01800,27,Male,4.6,Low,None,6,None,155,0
USR_01801,17,Female,2.8,Moderate,High,11,High,112,1
USR_01802,28,Female,5.2,Moderate,Moderate,6,Moderate,167,-1
USR_01803,23,Male,6.7,High,Moderate,3,Moderate,26,0
USR_01804,17,Female,5.7,Moderate,High,6,Moderate,9,1
USR_01805,16,Female,3.2,High,Low,11,Moderate,64,0
USR_01806,20,Male,5.1,High,Moderate,7,Moderate,173,-1
USR_01807,24,Female,5.0,High,Moderate,13,Low,161,0
USR_01808,32,Female,5.4,High,Low,9,High,167,0
USR_01809,24,Female,6.6,Moderate,None,7,Low,118,0
USR_01810,26,Male,7.1,None,Moderate,5,Moderate,102,0
USR_01811,30,Other,4.4,High,High,5,Moderate,200,0
USR_01812,21,Male,7.7,None,Low,7,High,49,0
USR_01813,18,Male,8.0,Low,Moderate,6,Moderate,117,0
USR_01814,32,Male,6.2,Moderate,None,7,High,141,1
USR_01815,20,Male,7.0,Moderate,None,10,Moderate,183,-1
USR_01816,27,Female,7.7,High,High,10,High,18,1
USR_01817,33,Male,3.1,Low,None,4,Low,73,0
USR_01818,29,Male,7.8,Moderate,High,7,Moderate,118,-1
USR_01819,26,Female,3.8,None,Moderate,6,Low,60,0
USR_01820,24,Male,4.0,Moderate,High,4,Moderate,115,1
USR_01821,17,Male,5.9,Low,Low,13,Low,95,0
USR_01822,27,Male,0.8,Low,Moderate,6,Low,15,0
USR_01823,18,Male,5.9,High,Moderate,9,Moderate,162,0
USR_01824,18,Male,7.7,High,None,4,Moderate,119,1
USR_01825,16,Female,1.9,High,Moderate,9,Moderate,105,0
USR_01826,23,Male,7.9,Moderate,Moderate,7,High,171,0
USR_01827,23,Male,4.0,High,Low,5,None,102,0
USR_01828,26,Female,6.0,Low,Low,8,Moderate,119,0
USR_01829,24,Female,4.3,Moderate,None,6,Moderate,156,0
USR_01830,20,Male,6.8,None,None,9,Low,84,1
USR_01831,29,Female,7.8,Low,Moderate,5,High,62,1
USR_01832,18,Male,6.9,Moderate,Moderate,4,High,34,1
USR_01833,20,Female,5.5,None,High,4,High,156,0
USR_01834,20,Female,4.5,Moderate,Moderate,10,Moderate,71,1
USR_01835,34,Male,5.3,Low,High,9,High,33,1
USR_01836,29,Female,6.9,High,Low,6,Low,46,0
USR_01837,19,Male,7.0,High,High,10,Moderate,208,1
USR_01838,28,Female,6.7,High,High,5,Moderate,123,0
USR_01839,25,Male,2.7,Moderate,High,9,High,66,0
USR_01840,33,Female,5.4,Moderate,High,10,High,159,1
USR_01841,23,Female,4.1,Moderate,Moderate,5,Moderate,33,1
USR_01842,23,Female,7.0,High,High,7,High,198,0
USR_01843,22,Male,3.8,None,High,9,Low,189,0
USR_01844,23,Female,6.5,Moderate,High,5,High,193,0
USR_01845,29,Female,4.9,High,Low,7,Moderate,33,0
USR_01846,34,Female,1.4,Moderate,Low,6,Moderate,108,0
USR_01847,21,Female,7.5,Low,High,8,Moderate,61,0
USR_01848,16,Female,5.4,None,Low,16,None,205,0
USR_01849,30,Male,8.3,Moderate,Moderate,6,Moderate,59,0
USR_01850,16,Male,1.8,High,High,6,Low,120,-1
USR_01851,32,Female,4.9,High,Moderate,5,High,176,0
USR_01852,16,Male,5.0,Moderate,High,6,High,132,0
USR_01853,30,Other,6.1,Low,Low,7,High,160,1
USR_01854,17,Female,2.6,High,High,7,Moderate,169,0
USR_01855,29,Female,6.7,None,None,11,Moderate,155,0
USR_01856,23,Male,9.7,Moderate,High,7,Moderate,81,0
USR_01857,23,Female,6.5,None,Moderate,15,Low,73,0
USR_01858,34,Female,5.7,High,None,8,Low,228,0
USR_01859,22,Female,2.5,Low,High,8,Low,224,0
USR_01860,34,Female,3.8,None,Moderate,11,High,62,0
USR_01861,21,Male,5.4,None,High,7,High,211,0
USR_01862,21,Female,4.3,High,Moderate,10,Moderate,220,0
USR_01863,18,Female,7.8,High,High,6,High,164,0
USR_01864,22,Male,6.7,Moderate,High,15,Moderate,89,0
USR_01865,34,Male,11.4,High,Moderate,8,High,73,1
USR_01866,23,Female,3.3,High,Moderate,2,None,105,0
USR_01867,25,Female,5.6,High,Moderate,8,Low,40,0
USR_01868,30,Other,2.5,Moderate,High,9,Low,224,0
USR_01869,30,Female,0.6,Moderate,High,6,None,164,0
USR_01870,16,Male,7.1,High,Moderate,11,Moderate,191,0
USR_01871,22,Male,6.6,High,Moderate,9,High,132,1
USR_01872,19,Male,3.6,Moderate,High,6,Low,192,0
USR_01873,21,Male,5.7,Moderate,High,9,High,91,0
USR_01874,16,Male,4.1,High,High,10,High,212,0
USR_01875,20,Male,4.4,High,High,11,High,78,1
USR_01876,16,Male,4.8,None,High,8,High,97,1
USR_01877,19,Female,3.5,None,High,8,Low,159,0
USR_01878,17,Male,3.9,None,Moderate,5,Low,103,0
USR_01879,25,Female,4.0,Low,Moderate,9,High,238,0
USR_01880,20,Female,6.4,High,Moderate,3,High,28,0
USR_01881,25,Male,0.5,Moderate,High,7,High,91,0
USR_01882,16,Male,5.0,High,High,9,Moderate,71,0
USR_01883,21,Male,3.1,Moderate,Moderate,5,Moderate,168,0
USR_01884,28,Male,3.2,High,None,6,None,146,0
USR_01885,30,Female,4.3,Moderate,Moderate,4,High,72,0
USR_01886,19,Male,5.5,Moderate,Low,7,None,176,0
USR_01887,28,Male,5.0,High,Low,8,High,180,0
USR_01888,30,Male,3.2,Low,High,8,Moderate,110,0
USR_01889,23,Other,7.1,High,High,7,High,123,1
USR_01890,20,Female,3.5,High,Moderate,11,Moderate,36,0
USR_01891,30,Female,3.9,High,High,9,High,216,0
USR_01892,19,Male,6.1,High,Moderate,8,Low,124,0
USR_01893,27,Female,6.2,High,Low,9,High,149,0
USR_01894,28,Female,4.2,None,Low,9,Moderate,225,0
USR_01895,17,Female,0.5,High,High,12,High,189,0
USR_01896,34,Other,3.6,Moderate,Moderate,7,High,171,0
USR_01897,34,Male,5.9,High,Moderate,10,High,164,0
USR_01898,19,Female,7.0,Moderate,Low,6,None,200,0
USR_01899,19,Female,5.3,Low,Low,7,High,220,0
USR_01900,26,Male,4.4,Moderate,None,11,Moderate,238,0
USR_01901,20,Male,10.5,Moderate,High,5,High,134,0
USR_01902,26,Other,4.7,None,Moderate,8,Moderate,82,-1
USR_01903,25,Male,6.8,Low,High,3,High,236,1
USR_01904,23,Female,2.6,Moderate,High,9,Low,174,0
USR_01905,21,Other,3.1,High,None,9,Moderate,42,0
USR_01906,21,Female,6.9,Moderate,None,6,Moderate,59,0
USR_01907,23,Male,7.8,Moderate,High,6,High,187,1
