sleep_id,user_id,sleep_hours,sleep_quality_score,phone_before_bed
3794,1794,5.8,6.2,Yes
3795,1795,6.4,4.5,Yes
3796,1796,7.0,7.8,Yes
3797,1797,6.4,7.9,Yes
3798,1798,6.8,5.3,Yes
3799,1799,5.5,8.4,No
3800,1800,5.3,7.0,Yes
3801,1801,6.4,8.6,Yes
3802,1802,6.9,7.2,Yes
3803,1803,8.9,4.6,Yes
3804,1804,5.8,9.3,No
3805,1805,4.4,6.4,Yes
3806,1806,6.9,9.4,Yes
3807,1807,6.5,6.8,No
3808,1808,5.8,6.5,No
3809,1809,8.1,5.8,Yes
3810,1810,9.2,6.6,No
3811,1811,7.8,6.4,Yes
3812,1812,6.4,7.2,Yes
3813,1813,6.7,6.5,Yes
3814,1814,9.2,7.1,Yes
3815,1815,6.6,4.6,Yes
3816,1816,7.7,5.1,No
3817,1817,3.6,8.1,Yes
3818,1818,7.1,4.3,No
3819,1819,7.8,8.7,Yes
3820,1820,6.3,6.8,No
3821,1821,8.2,6.4,Yes
3822,1822,5.9,9.4,Yes
3823,1823,8.0,7.7,Yes
3824,1824,5.0,8.8,Yes
3825,1825,6.9,8.8,Yes
3826,1826,5.9,9.2,Yes
3827,1827,7.4,6.4,Yes
3828,1828,7.2,4.9,No
3829,1829,6.1,6.5,Yes
3830,1830,8.2,6.0,Yes
3831,1831,5.4,5.3,No
3832,1832,5.6,7.9,No
3833,1833,6.0,9.5,Yes
3834,1834,6.0,9.4,Yes
3835,1835,6.4,5.0,Yes
3836,1836,7.1,8.0,Yes
3837,1837,5.8,4.3,Yes
3838,1838,6.4,5.1,Yes
3839,1839,5.5,9.0,Yes
3840,1840,6.8,4.7,No
3841,1841,6.5,9.3,Yes
3842,1842,6.4,8.6,No
3843,1843,5.8,9.3,Yes
3844,1844,4.9,6.4,Yes
3845,1845,6.7,7.2,Yes
3846,1846,6.6,5.0,No
3847,1847,4.6,5.0,No
3848,1848,5.8,5.1,Yes
3849,1849,4.5,4.1,Yes
3850,1850,7.0,7.9,No
3851,1851,6.4,4.5,Yes
3852,1852,7.0,8.7,Yes
3853,1853,4.1,7.6,Yes
3854,1854,7.3,7.1,Yes
3855,1855,5.0,4.8,Yes
3856,1856,5.4,5.2,Yes
3857,1857,6.9,5.4,Yes
3858,1858,8.3,4.5,No
3859,1859,4.7,6.4,Yes
3860,1860,6.3,5.7,Yes
3861,1861,5.3,9.4,No
3862,1862,4.0,4.7,Yes
3863,1863,6.8,9.2,Yes
3864,1864,5.5,4.7,No
3865,1865,7.0,8.0,Yes
3866,1866,6.8,8.1,Yes
3867,1867,4.7,7.6,Yes
3868,1868,4.9,6.4,Yes
3869,1869,8.9,9.3,Yes
3870,1870,5.5,8.3,Yes
3871,1871,7.0,5.9,Yes
3872,1872,5.9,6.8,Yes
3873,1873,7.5,8.8,Yes
3874,1874,7.0,9.0,Yes
3875,1875,7.2,9.1,Yes
3876,1876,6.4,7.7,Yes
3877,1877,4.5,5.5,No
3878,1878,4.4,6.0,Yes
3879,1879,7.5,8.7,Yes
3880,1880,5.0,7.8,No
3881,1881,7.4,4.1,Yes
3882,1882,8.6,8.4,Yes
3883,1883,5.8,9.3,Yes
3884,1884,5.8,8.7,Yes
3885,1885,6.9,4.2,No
3886,1886,8.9,4.2,No
3887,1887,5.6,4.9,Yes
3888,1888,7.5,7.6,Yes
3889,1889,6.6,5.0,Yes
3890,1890,8.7,8.6,Yes
3891,1891,6.1,7.1,Yes
3892,1892,6.4,5.2,Yes
3893,1893,4.3,8.9,Yes
3894,1894,5.1,6.2,Yes
3895,1895,5.8,5.2,No
3896,1896,5.9,8.8,Yes
3897,1897,7.8,5.5,Yes
3898,1898,5.7,4.4,No
3899,1899,6.5,7.0,Yes
3900,1900,7.2,8.5,Yes
3901,1901,5.6,8.7,Yes
3902,1902,4.9,6.2,Yes
3903,1903,4.3,7.8,Yes
3904,1904,7.8,5.1,Yes
3905,1905,4.8,6.7,No
3906,1906,6.0,7.1,Yes
3907,1907,8.6,6.3,Yes
3908,1908,7.4,7.0,Yes
3909,1909,6.5,5.1,Yes
3910,1910,7.0,7.5,No
3911,1911,4.1,9.2,Yes
3912,1912,8.3,9.0,Yes
3913,1913,5.8,7.9,No
3914,1914,5.9,7.2,Yes
3915,1915,3.2,7.0,Yes
3916,1916,5.3,4.3,Yes
3917,1917,6.0,4.5,Yes
3918,1918,6.9,5.0,Yes
3919,1919,4.1,4.8,No
3920,1920,7.5,4.7,Yes
3921,1921,7.5,7.3,Yes
3922,1922,7.4,6.0,No
3923,1923,6.3,7.4,Yes
3924,1924,4.0,6.4,No
3925,1925,8.9,6.9,No
3926,1926,9.6,6.0,No
3927,1927,6.0,6.9,No
3928,1928,3.9,8.5,Yes
3929,1929,4.9,4.8,Yes
3930,1930,4.4,5.9,No
3931,1931,5.7,9.5,Yes
3932,1932,3.9,5.1,No
3933,1933,6.3,6.3,Yes
3934,1934,5.5,4.2,Yes
3935,1935,7.0,5.7,Yes
3936,1936,6.5,9.4,No
3937,1937,8.3,8.5,Yes
3938,1938,8.5,5.8,Yes
3939,1939,6.7,6.9,Yes
3940,1940,7.6,4.6,No
3941,1941,7.4,6.1,Yes
3942,1942,5.0,7.8,No
3943,1943,4.5,7.2,Yes
3944,1944,4.5,6.1,No
3945,1945,6.2,6.3,Yes
3946,1946,5.2,7.3,Yes
3947,1947,4.2,7.2,Yes
3948,1948,3.3,8.2,No
3949,1949,4.9,8.2,Yes
3950,1950,4.9,6.4,No
3951,1951,3.7,8.3,Yes
3952,1952,7.2,5.6,Yes
3953,1953,3.0,4.1,No
3954,1954,7.3,5.2,Yes
3955,1955,7.4,6.8,Yes
3956,1956,6.5,7.9,No
3957,1957,6.3,6.3,Yes
3958,1958,6.5,6.4,Yes
3959,1959,7.3,4.6,Yes
3960,1960,7.5,8.3,No
3961,1961,5.6,6.3,Yes
3962,1962,8.4,8.2,Yes
3963,1963,6.5,5.7,Yes
3964,1964,6.8,6.3,Yes
3965,1965,5.6,6.2,Yes
3966,1966,3.1,6.7,No
3967,1967,8.5,7.6,No
3968,1968,5.6,8.0,No
3969,1969,7.6,4.7,No
3970,1970,5.5,9.3,No
3971,1971,6.9,4.1,Yes
3972,1972,8.7,4.2,No
3973,1973,5.9,4.3,No
3974,1974,7.4,8.7,No
3975,1975,8.5,6.5,No
3976,1976,3.4,4.7,Yes
3977,1977,3.2,6.2,No
3978,1978,8.7,4.6,No
3979,1979,7.1,8.1,Yes
3980,1980,7.4,4.7,Yes
3981,1981,7.6,9.4,Yes
3982,1982,5.2,7.7,Yes
3983,1983,8.6,4.4,Yes
3984,1984,5.8,7.6,Yes
3985,1985,6.8,7.7,No
3986,1986,7.1,6.1,Yes
3987,1987,4.9,7.4,Yes
3988,1988,7.4,8.7,Yes
3989,1989,6.8,4.2,Yes
3990,1990,6.9,4.0,No
3991,1991,6.5,4.7,Yes
3992,1992,6.3,8.0,No
3993,1993,7.3,7.7,Yes
3994,1994,9.3,4.8,Yes
3995,1995,5.6,8.5,Yes
3996,1996,7.4,7.0,Yes
3997,1997,4.9,4.3,Yes
3998,1998,6.4,6.5,No
3999,1999,6.4,6.6,Yes
4000,2000,7.7,7.5,Yes
4001,2001,5.9,6.8,Yes
4002,2002,4.5,6.9,No
4003,2003,5.1,5.6,Yes
4004,2004,5.8,7.4,Yes
4005,2005,7.2,8.1,No
4006,2006,6.5,8.0,Yes
4007,2007,7.3,4.0,No
4008,2008,8.0,8.4,No
4009,2009,6.5,9.3,Yes
4010,2010,5.3,4.6,No
4011,2011,5.2,5.8,Yes
4012,2012,6.2,7.9,Yes
4013,2013,6.4,8.3,Yes
4014,2014,7.1,4.6,Yes
4015,2015,8.3,8.7,Yes
4016,2016,5.7,5.0,Yes
4017,2017,5.0,5.4,No
4018,2018,5.1,6.5,Yes
4019,2019,8.4,5.5,No
4020,2020,8.8,8.3,Yes
4021,2021,5.6,5.7,Yes
4022,2022,6.4,7.8,Yes
4023,2023,4.8,7.0,No
4024,2024,4.8,8.1,No
4025,2025,6.9,4.1,Yes
4026,2026,5.3,5.8,Yes
4027,2027,8.5,8.5,Yes
4028,2028,5.1,6.7,No
4029,2029,5.2,8.4,Yes
4030,2030,9.3,9.1,Yes
4031,2031,7.1,9.0,No
4032,2032,6.4,6.0,Yes
4033,2033,9.1,4.4,Yes
4034,2034,6.9,5.5,Yes
4035,2035,7.4,8.5,Yes
4036,2036,5.5,4.0,Yes
4037,2037,8.5,4.3,No
4038,2038,7.8,4.6,No
4039,2039,4.6,7.3,No
4040,2040,4.9,8.0,Yes
4041,2041,7.6,6.6,Yes
4042,2042,5.8,8.7,Yes
4043,2043,8.5,8.2,Yes
4044,2044,7.6,5.9,No
4045,2045,5.9,8.4,Yes
4046,2046,5.5,8.6,Yes
4047,2047,7.3,4.3,Yes
4048,2048,6.3,8.1,No
4049,2049,8.0,7.0,Yes
4050,2050,6.9,4.4,Yes
4051,2051,7.6,6.3,Yes
4052,2052,7.2,9.4,No
4053,2053,7.4,9.1,Yes
4054,2054,9.1,8.1,Yes
4055,2055,5.9,9.2,Yes
4056,2056,6.5,8.1,Yes
4057,2057,7.8,5.4,No
4058,2058,5.9,5.8,Yes
4059,2059,7.6,8.9,Yes
4060,2060,3.5,6.9,Yes
4061,2061,6.1,4.3,Yes
4062,2062,7.4,4.3,Yes
4063,2063,4.5,8.8,Yes
4064,2064,6.0,8.7,Yes
4065,2065,3.4,8.4,Yes
4066,2066,3.0,5.1,No
4067,2067,8.0,6.9,No
4068,2068,9.0,7.7,Yes
4069,2069,6.8,7.0,Yes
4070,2070,6.3,7.3,No
4071,2071,6.2,8.6,No
4072,2072,8.1,9.3,Yes
4073,2073,6.9,9.0,Yes
4074,2074,3.7,5.6,No
4075,2075,6.4,7.1,Yes
4076,2076,6.1,5.4,Yes
4077,2077,6.8,6.0,No
4078,2078,5.9,9.4,No
4079,2079,6.4,4.1,Yes
4080,2080,5.9,6.5,Yes
4081,2081,4.6,7.9,No
4082,2082,7.3,5.6,Yes
4083,2083,8.2,8.7,Yes
4084,2084,7.0,7.5,Yes
4085,2085,8.4,4.7,Yes
4086,2086,8.3,8.8,Yes
4087,2087,5.5,4.3,Yes
4088,2088,3.6,8.0,Yes
4089,2089,6.1,5.9,Yes
4090,2090,7.4,7.8,Yes
4091,2091,7.1,7.3,No
4092,2092,5.6,6.3,Yes
4093,2093,7.4,4.1,No
4094,2094,6.0,6.7,Yes
4095,2095,6.1,5.6,Yes
4096,2096,7.4,4.6,No
4097,2097,4.5,5.9,Yes
4098,2098,7.8,6.4,Yes
4099,2099,5.3,8.6,Yes
4100,2100,7.0,7.1,No
4101,2101,6.7,7.5,No
4102,2102,8.4,5.9,No
4103,2103,4.9,4.2,No
4104,2104,7.9,5.6,Yes
4105,2105,4.0,9.1,Yes
4106,2106,8.0,8.9,Yes
4107,2107,7.9,8.7,Yes
4108,2108,3.0,4.5,Yes
4109,2109,5.0,8.7,Yes
4110,2110,5.7,5.6,Yes
4111,2111,5.8,4.6,Yes
4112,2112,6.2,8.6,Yes
4113,2113,8.8,6.5,No
4114,2114,7.0,9.3,Yes
4115,2115,9.5,5.1,No
4116,2116,8.0,9.0,No
4117,2117,5.9,7.0,No
4118,2118,8.2,7.9,Yes
4119,2119,5.6,7.2,Yes
4120,2120,8.5,7.9,No
4121,2121,7.2,5.9,No
4122,2122,7.9,6.4,Yes
4123,2123,4.8,6.4,Yes
4124,2124,10.0,4.3,Yes
4125,2125,6.6,6.9,Yes
4126,2126,4.8,7.2,Yes
4127,2127,6.0,6.0,No
4128,2128,6.0,4.8,No
4129,2129,6.2,4.3,No
4130,2130,9.5,8.6,Yes
4131,2131,4.5,8.5,Yes
4132,2132,7.6,7.4,Yes
4133,2133,7.3,6.0,Yes
4134,2134,8.0,7.0,Yes
4135,2135,6.2,5.2,Yes
4136,2136,5.8,4.6,Yes
4137,2137,6.7,8.7,Yes
4138,2138,5.9,5.5,Yes
4139,2139,5.7,4.4,Yes
4140,2140,6.8,5.5,No
4141,2141,6.1,4.5,Yes
4142,2142,5.7,6.8,Yes
4143,2143,6.8,4.1,Yes
4144,2144,8.5,9.4,Yes
4145,2145,7.1,7.4,Yes
4146,2146,8.5,7.9,Yes
4147,2147,4.6,7.2,Yes
4148,2148,8.1,4.6,Yes
4149,2149,6.5,4.0,Yes
4150,2150,6.3,7.5,Yes
4151,2151,8.2,4.5,Yes
4152,2152,4.8,9.1,Yes
4153,2153,5.3,5.4,Yes
4154,2154,5.6,9.5,No
4155,2155,7.3,8.3,Yes
4156,2156,4.5,5.7,No
4157,2157,5.5,9.4,Yes
4158,2158,5.8,8.9,Yes
4159,2159,6.0,6.5,Yes
4160,2160,7.9,8.7,Yes
4161,2161,6.1,7.3,Yes
4162,2162,5.9,4.8,No
4163,2163,7.2,8.3,Yes
4164,2164,7.5,5.2,No
4165,2165,5.2,6.9,Yes
4166,2166,8.0,6.8,No
4167,2167,5.9,8.1,Yes
4168,2168,4.6,9.2,No
4169,2169,6.1,9.4,Yes
4170,2170,5.6,4.8,Yes
4171,2171,4.8,7.7,Yes
4172,2172,7.1,7.8,No
4173,2173,5.0,7.1,Yes
4174,2174,6.1,5.6,No
4175,2175,4.1,9.0,No
4176,2176,5.8,8.9,Yes
4177,2177,9.7,4.1,Yes
4178,2178,8.3,4.1,No
4179,2179,6.7,8.1,Yes
4180,2180,7.7,9.0,Yes
4181,2181,6.1,8.0,Yes
4182,2182,8.9,4.4,No
4183,2183,3.9,6.1,Yes
4184,2184,6.4,6.7,Yes
4185,2185,10.0,5.3,No
4186,2186,6.7,8.2,Yes
4187,2187,9.1,7.3,Yes
4188,2188,5.1,7.5,Yes
4189,2189,5.6,6.3,Yes
4190,2190,6.9,7.0,Yes
4191,2191,4.9,6.1,Yes
4192,2192,8.2,8.9,Yes
4193,2193,6.3,8.5,No
4194,2194,6.5,5.9,Yes
4195,2195,7.7,8.9,Yes
4196,2196,6.8,7.7,No
4197,2197,6.5,8.3,Yes
4198,2198,7.3,4.4,Yes
4199,2199,5.9,4.5,Yes
4200,2200,4.8,7.9,Yes
4201,2201,6.5,9.0,Yes
4202,2202,4.6,6.5,Yes
4203,2203,9.0,8.7,No
4204,2204,7.0,8.1,Yes
4205,2205,6.2,7.8,No
4206,2206,6.9,4.8,Yes
4207,2207,8.3,4.4,Yes
4208,2208,7.7,5.1,Yes
4209,2209,8.4,8.7,Yes
4210,2210,8.2,7.0,No
4211,2211,5.0,7.5,Yes
4212,2212,5.9,4.9,Yes
4213,2213,5.9,5.2,Yes
4214,2214,5.2,4.8,Yes
4215,2215,4.3,8.0,Yes
4216,2216,7.1,4.2,Yes
4217,2217,6.6,7.5,Yes
4218,2218,7.8,4.2,Yes
4219,2219,4.8,7.1,Yes
4220,2220,8.1,5.3,No
4221,2221,4.9,7.7,Yes
4222,2222,7.6,7.0,Yes
4223,2223,7.5,5.6,Yes
4224,2224,7.6,8.6,Yes
4225,2225,6.5,9.3,Yes
4226,2226,6.6,9.3,Yes
4227,2227,6.4,6.2,Yes
4228,2228,8.7,5.6,Yes
4229,2229,5.5,7.3,No
4230,2230,8.3,4.4,Yes
4231,2231,7.0,6.2,Yes
4232,2232,5.2,9.4,Yes
4233,2233,9.0,8.5,Yes
4234,2234,7.9,4.7,Yes
4235,2235,4.3,7.6,Yes
4236,2236,7.4,4.7,Yes
4237,2237,9.7,6.9,Yes
4238,2238,7.2,8.2,Yes
4239,2239,8.9,7.8,Yes
4240,2240,6.9,6.9,Yes
4241,2241,5.3,8.9,Yes
4242,2242,4.0,4.2,Yes
4243,2243,6.5,5.9,Yes
4244,2244,8.1,4.8,Yes
4245,2245,6.5,7.0,Yes
4246,2246,7.7,9.1,Yes
4247,2247,8.7,8.5,No
4248,2248,7.2,7.2,Yes
4249,2249,3.1,4.3,No
4250,2250,6.4,4.5,Yes
4251,2251,7.0,9.4,Yes
4252,2252,7.6,5.0,Yes
4253,2253,8.8,4.9,Yes
4254,2254,4.7,4.2,Yes
4255,2255,5.5,6.0,Yes
4256,2256,4.8,9.1,No
4257,2257,9.3,4.9,Yes
4258,2258,5.8,4.6,Yes
4259,2259,6.5,5.5,Yes
4260,2260,5.8,4.9,No
4261,2261,7.1,8.1,Yes
4262,2262,5.9,5.1,Yes
4263,2263,9.1,5.6,Yes
4264,2264,8.4,7.7,Yes
4265,2265,6.6,5.7,Yes
4266,2266,9.1,9.4,Yes
4267,2267,7.1,4.2,Yes
4268,2268,6.0,7.1,No
4269,2269,6.2,8.3,Yes
4270,2270,6.4,5.9,Yes
4271,2271,6.0,6.4,Yes
4272,2272,6.8,6.9,Yes
4273,2273,9.1,4.5,Yes
4274,2274,5.8,5.8,No
4275,2275,8.9,6.1,Yes
4276,2276,5.5,4.8,Yes
4277,2277,4.0,8.5,Yes
4278,2278,5.8,9.0,No
4279,2279,5.1,7.1,Yes
4280,2280,5.8,7.4,Yes
4281,2281,4.6,8.1,Yes
4282,2282,8.3,4.3,No
4283,2283,6.9,7.9,Yes
4284,2284,6.2,8.3,Yes
4285,2285,6.2,8.2,Yes
4286,2286,5.2,5.8,No
4287,2287,8.3,6.9,Yes
4288,2288,6.8,7.0,Yes
4289,2289,6.2,4.1,Yes
4290,2290,7.3,4.7,Yes
4291,2291,7.1,4.7,Yes
4292,2292,4.3,7.6,No
4293,2293,5.3,6.5,Yes
4294,2294,5.8,8.1,Yes
4295,2295,7.2,5.6,Yes
4296,2296,5.8,5.9,Yes
4297,2297,7.6,4.9,Yes
4298,2298,5.2,7.7,Yes
4299,2299,6.5,9.1,No
4300,2300,7.4,7.6,No
4301,2301,5.8,7.5,Yes
4302,2302,5.9,7.8,Yes
4303,2303,4.6,7.2,Yes
4304,2304,6.3,8.9,Yes
4305,2305,6.1,8.3,Yes
4306,2306,6.4,5.9,Yes
4307,2307,6.0,4.4,Yes
4308,2308,8.3,4.1,Yes
4309,2309,6.3,4.6,Yes
4310,2310,4.5,6.0,Yes
4311,2311,7.6,4.7,Yes
4312,2312,7.8,8.1,Yes
4313,2313,7.2,8.6,Yes
4314,2314,5.5,7.4,No
4315,2315,8.4,5.5,Yes
4316,2316,5.3,7.5,Yes
4317,2317,7.7,7.6,Yes
4318,2318,6.7,4.5,No
4319,2319,5.3,8.1,No
4320,2320,4.8,8.2,Yes
4321,2321,8.4,8.4,Yes
4322,2322,5.6,6.4,Yes
4323,2323,4.9,8.8,Yes
4324,2324,6.2,8.5,Yes
4325,2325,8.5,7.5,Yes
4326,2326,6.3,4.8,Yes
4327,2327,7.0,4.4,No
4328,2328,6.4,8.3,Yes
4329,2329,7.5,7.0,Yes
4330,2330,6.1,4.6,Yes
4331,2331,6.4,6.8,Yes
4332,2332,8.1,4.2,Yes
4333,2333,5.8,6.0,Yes
4334,2334,6.8,6.7,Yes
4335,2335,8.0,5.0,Yes
4336,2336,4.8,8.3,Yes
4337,2337,6.0,4.5,No
4338,2338,6.1,5.5,Yes
4339,2339,10.0,5.6,Yes
4340,2340,5.7,5.8,Yes
4341,2341,6.6,9.4,Yes
4342,2342,7.8,4.3,Yes
4343,2343,3.9,4.0,No
4344,2344,7.5,7.5,No
4345,2345,6.5,5.3,Yes
4346,2346,7.4,5.4,Yes
4347,2347,6.2,4.1,Yes
4348,2348,6.8,9.3,Yes
4349,2349,8.8,5.2,Yes
4350,2350,6.2,5.8,No
4351,2351,6.9,4.5,Yes
4352,2352,8.7,6.6,Yes
4353,2353,5.8,8.1,Yes
4354,2354,6.2,8.2,Yes
4355,2355,7.5,5.4,Yes
4356,2356,8.3,8.5,Yes
4357,2357,8.8,5.0,Yes
4358,2358,7.6,4.1,No
4359,2359,7.1,6.9,Yes
4360,2360,10.0,9.0,No
4361,2361,5.0,4.3,No
4362,2362,8.1,4.9,Yes
4363,2363,5.0,4.6,Yes
4364,2364,6.2,8.2,Yes
4365,2365,7.5,7.0,No
4366,2366,6.6,4.3,Yes
4367,2367,7.7,6.7,Yes
4368,2368,4.4,7.0,No
4369,2369,5.9,7.0,No
4370,2370,4.8,7.3,Yes
4371,2371,8.3,6.9,No
4372,2372,9.7,7.2,Yes
4373,2373,6.7,9.4,No
4374,2374,5.9,4.2,Yes
4375,2375,5.7,6.2,Yes
4376,2376,5.7,5.1,Yes
4377,2377,6.2,5.3,Yes
4378,2378,7.4,4.6,Yes
4379,2379,4.6,7.3,No
4380,2380,8.2,7.0,Yes
4381,2381,8.4,6.9,Yes
4382,2382,7.3,8.8,No
4383,2383,5.3,4.6,No
4384,2384,6.9,8.9,Yes
4385,2385,5.9,8.5,Yes
4386,2386,7.9,4.8,No
4387,2387,4.0,4.7,Yes
4388,2388,7.5,4.4,No
4389,2389,4.4,6.6,Yes
4390,2390,7.4,8.5,Yes
4391,2391,6.9,9.4,Yes
4392,2392,7.5,4.8,Yes
4393,2393,7.8,5.6,Yes
4394,2394,6.4,8.4,Yes
4395,2395,6.2,6.8,No
4396,2396,6.7,6.4,Yes
4397,2397,7.2,8.2,Yes
4398,2398,9.3,6.5,Yes
4399,2399,7.7,8.8,Yes
4400,2400,6.8,8.3,Yes
4401,2401,5.3,7.4,Yes
4402,2402,7.9,4.3,Yes
4403,2403,8.4,7.3,Yes
4404,2404,7.1,4.8,Yes
4405,2405,7.4,8.1,Yes
4406,2406,6.1,8.5,Yes
4407,2407,6.1,5.9,No
4408,2408,6.4,7.8,Yes
4409,2409,4.1,8.5,Yes
4410,2410,3.0,7.7,Yes
4411,2411,5.7,8.5,No
4412,2412,8.2,6.2,No
4413,2413,6.5,9.0,No
4414,2414,8.7,8.6,Yes
4415,2415,8.7,4.1,Yes
4416,2416,7.3,4.5,Yes
4417,2417,5.9,6.6,Yes
4418,2418,4.3,7.6,Yes
4419,2419,4.6,5.3,Yes
4420,2420,7.7,5.3,Yes
4421,2421,7.5,7.4,Yes
4422,2422,5.3,6.2,Yes
4423,2423,7.9,9.4,Yes
4424,2424,5.9,6.2,Yes
4425,2425,8.6,7.8,No
4426,2426,4.7,7.6,Yes
4427,2427,6.3,4.8,Yes
4428,2428,8.2,5.9,Yes
4429,2429,5.0,8.1,No
4430,2430,8.7,8.4,Yes
4431,2431,6.0,4.7,Yes
4432,2432,6.7,4.8,No
4433,2433,10.0,9.3,No
4434,2434,8.4,4.3,Yes
4435,2435,7.1,4.6,Yes
4436,2436,6.5,8.7,No
4437,2437,5.5,7.3,No
4438,2438,7.6,9.3,Yes
4439,2439,6.0,4.4,Yes
4440,2440,8.3,6.9,Yes
4441,2441,7.2,5.2,No
4442,2442,6.7,4.5,No
4443,2443,4.5,4.9,Yes
4444,2444,6.9,4.6,Yes
4445,2445,5.1,8.7,Yes
4446,2446,8.0,8.2,Yes
4447,2447,4.7,5.2,Yes
4448,2448,5.7,8.7,Yes
4449,2449,6.3,8.3,Yes
4450,2450,3.9,8.0,Yes
4451,2451,7.5,8.6,No
4452,2452,6.1,8.1,Yes
4453,2453,6.9,6.0,No
4454,2454,6.9,5.0,Yes
4455,2455,5.0,4.0,Yes
4456,2456,7.0,7.1,Yes
4457,2457,8.2,9.1,Yes
4458,2458,8.3,8.0,Yes
4459,2459,6.0,8.9,No
4460,2460,7.3,8.7,No
4461,2461,4.2,5.6,Yes
4462,2462,6.1,5.7,Yes
4463,2463,8.4,7.8,Yes
4464,2464,6.2,8.6,No
4465,2465,6.4,4.0,Yes
4466,2466,3.1,7.3,No
4467,2467,3.0,9.4,Yes
4468,2468,6.2,9.1,Yes
4469,2469,7.1,4.9,No
4470,2470,6.5,4.3,Yes
4471,2471,3.0,7.5,Yes
4472,2472,6.0,6.9,Yes
4473,2473,7.8,6.6,No
4474,2474,6.3,7.7,Yes
4475,2475,3.6,4.5,Yes
4476,2476,5.9,8.4,Yes
4477,2477,5.4,8.6,Yes
4478,2478,5.8,8.6,No
4479,2479,6.9,8.5,Yes
4480,2480,6.8,5.3,Yes
4481,2481,4.3,9.1,No
4482,2482,5.8,7.1,Yes
4483,2483,6.6,9.4,No
4484,2484,4.8,6.3,No
4485,2485,6.8,7.2,Yes
4486,2486,5.2,6.8,Yes
4487,2487,10.0,8.3,Yes
4488,2488,7.8,4.8,Yes
4489,2489,8.6,4.2,Yes
4490,2490,7.8,7.9,Yes
4491,2491,6.5,5.4,Yes
4492,2492,7.8,4.8,Yes
4493,2493,7.0,5.6,Yes
4494,2494,6.9,4.1,Yes
4495,2495,6.1,4.2,Yes
4496,2496,4.8,6.9,No
4497,2497,5.3,6.6,Yes
4498,2498,7.3,5.6,No
4499,2499,7.7,4.5,Yes
4500,2500,6.9,4.4,No
4501,2501,6.4,5.6,Yes
4502,2502,7.0,5.6,No
4503,2503,6.2,8.4,Yes
4504,2504,6.5,6.7,Yes
4505,2505,7.2,4.2,No
4506,2506,8.8,5.8,Yes
4507,2507,8.5,8.4,Yes
4508,2508,7.0,4.4,Yes
4509,2509,6.1,7.7,No
4510,2510,6.4,5.4,Yes
4511,2511,3.5,7.8,No
4512,2512,7.3,7.2,Yes
4513,2513,5.6,7.5,Yes
4514,2514,7.2,8.2,Yes
4515,2515,7.9,6.2,Yes
4516,2516,4.2,4.2,No
4517,2517,6.4,7.8,Yes
4518,2518,5.0,4.5,Yes
4519,2519,5.8,7.3,No
4520,2520,8.0,4.9,Yes
4521,2521,8.6,4.1,Yes
4522,2522,7.5,4.9,Yes
4523,2523,6.5,6.3,No
4524,2524,7.6,6.7,Yes
4525,2525,5.0,4.1,No
4526,2526,8.7,8.9,Yes
4527,2527,5.8,7.5,Yes
4528,2528,5.3,8.9,Yes
4529,2529,7.3,7.7,Yes
4530,2530,5.3,7.2,Yes
4531,2531,5.9,6.9,No
4532,2532,6.6,9.4,Yes
4533,2533,5.0,5.0,No
4534,2534,5.2,9.0,No
4535,2535,7.0,6.1,Yes
4536,2536,7.7,5.1,Yes
4537,2537,5.4,4.3,No
4538,2538,6.7,6.6,Yes
4539,2539,6.0,5.7,Yes
4540,2540,7.3,5.9,No
4541,2541,7.0,6.2,No
4542,2542,6.9,9.1,No
4543,2543,5.5,7.6,Yes
4544,2544,6.2,6.7,No
4545,2545,6.8,4.3,No
4546,2546,6.1,6.1,Yes
4547,2547,5.4,7.1,Yes
4548,2548,6.9,5.4,Yes
4549,2549,4.6,4.8,Yes
4550,2550,8.4,6.1,Yes
4551,2551,6.8,8.3,Yes
4552,2552,6.3,5.4,Yes
4553,2553,8.4,5.3,Yes
4554,2554,6.6,7.2,No
4555,2555,4.3,5.9,Yes
4556,2556,5.7,8.0,Yes
4557,2557,6.8,6.5,Yes
4558,2558,6.4,8.3,Yes
4559,2559,7.5,9.1,No
4560,2560,4.6,4.9,Yes
4561,2561,4.4,7.3,Yes
4562,2562,6.0,8.7,No
4563,2563,7.7,7.9,Yes
4564,2564,5.9,5.4,Yes
4565,2565,6.3,8.9,Yes
4566,2566,7.2,5.5,Yes
4567,2567,5.1,8.3,Yes
4568,2568,4.3,9.4,No
4569,2569,6.2,5.3,Yes
4570,2570,3.5,9.4,Yes
4571,2571,6.2,7.4,Yes
4572,2572,7.5,6.4,No
4573,2573,6.4,4.2,Yes
4574,2574,6.6,6.0,Yes
4575,2575,7.1,8.0,Yes
4576,2576,7.1,4.4,Yes
4577,2577,7.0,4.1,Yes
4578,2578,8.3,4.3,No
4579,2579,7.2,8.0,Yes
4580,2580,8.5,4.9,Yes
4581,2581,6.9,5.8,Yes
4582,2582,5.7,4.5,Yes
4583,2583,5.6,4.8,Yes
4584,2584,9.4,7.0,Yes
4585,2585,7.8,7.9,Yes
4586,2586,6.2,8.5,Yes
4587,2587,7.4,7.9,Yes
4588,2588,7.4,4.5,Yes
4589,2589,9.2,4.5,Yes
4590,2590,7.6,6.5,Yes
4591,2591,3.0,4.2,Yes
