notif_id,user_id,daily_notifications,muted_count
5395,2395,76,37
5396,2396,271,63
5397,2397,170,36
5398,2398,50,13
5399,2399,84,60
5400,2400,153,36
5401,2401,272,28
5402,2402,285,22
5403,2403,223,2
5404,2404,177,31
5405,2405,272,54
5406,2406,46,46
5407,2407,176,72
5408,2408,182,0
5409,2409,220,10
5410,2410,58,18
5411,2411,173,70
5412,2412,250,47
5413,2413,63,50
5414,2414,99,42
5415,2415,343,42
5416,2416,227,15
5417,2417,175,15
5418,2418,139,75
5419,2419,192,38
5420,2420,196,34
5421,2421,152,26
5422,2422,308,20
5423,2423,55,61
5424,2424,309,13
5425,2425,282,69
5426,2426,119,24
5427,2427,305,19
5428,2428,310,23
5429,2429,123,13
5430,2430,307,29
5431,2431,55,65
5432,2432,153,0
5433,2433,188,52
5434,2434,112,24
5435,2435,250,64
5436,2436,281,76
5437,2437,219,41
5438,2438,332,21
5439,2439,219,56
5440,2440,176,58
5441,2441,240,29
5442,2442,302,56
5443,2443,177,36
5444,2444,222,28
5445,2445,47,33
5446,2446,256,52
5447,2447,138,68
5448,2448,330,27
5449,2449,306,36
5450,2450,74,4
5451,2451,165,31
5452,2452,83,75
5453,2453,158,20
5454,2454,68,18
5455,2455,48,51
5456,2456,106,54
5457,2457,336,69
5458,2458,298,5
5459,2459,116,52
5460,2460,131,28
5461,2461,73,4
5462,2462,319,9
5463,2463,181,3
5464,2464,332,64
5465,2465,115,21
5466,2466,177,65
5467,2467,316,32
5468,2468,308,3
5469,2469,122,14
5470,2470,57,37
5471,2471,165,2
5472,2472,248,36
5473,2473,326,77
5474,2474,42,32
5475,2475,58,25
5476,2476,312,78
5477,2477,312,55
5478,2478,124,36
5479,2479,111,13
5480,2480,58,60
5481,2481,79,15
5482,2482,100,71
5483,2483,276,27
5484,2484,222,78
5485,2485,206,27
5486,2486,265,2
5487,2487,187,78
5488,2488,272,29
5489,2489,143,49
5490,2490,102,32
5491,2491,164,49
5492,2492,149,39
5493,2493,78,30
5494,2494,348,13
5495,2495,304,23
5496,2496,229,73
5497,2497,141,7
5498,2498,84,70
5499,2499,301,3
5500,2500,345,17
5501,2501,263,56
5502,2502,282,26
5503,2503,111,54
5504,2504,247,70
5505,2505,213,32
5506,2506,287,49
5507,2507,97,11
5508,2508,149,18
5509,2509,310,77
5510,2510,150,62
5511,2511,148,69
5512,2512,105,76
5513,2513,252,76
5514,2514,288,13
5515,2515,89,54
5516,2516,239,66
5517,2517,63,44
5518,2518,232,35
5519,2519,315,6
5520,2520,225,17
5521,2521,268,47
5522,2522,318,74
5523,2523,114,72
5524,2524,309,59
5525,2525,274,61
5526,2526,50,4
5527,2527,188,28
5528,2528,208,46
5529,2529,313,34
5530,2530,318,7
5531,2531,292,57
5532,2532,115,79
5533,2533,175,50
5534,2534,154,10
5535,2535,71,32
5536,2536,246,14
5537,2537,57,52
5538,2538,336,6
5539,2539,285,21
5540,2540,231,35
5541,2541,190,44
5542,2542,40,68
5543,2543,127,28
5544,2544,175,36
5545,2545,143,56
5546,2546,72,40
5547,2547,199,48
5548,2548,290,33
5549,2549,115,17
5550,2550,195,22
5551,2551,247,14
5552,2552,143,45
5553,2553,111,17
5554,2554,86,70
5555,2555,64,47
5556,2556,302,10
5557,2557,331,68
5558,2558,307,9
5559,2559,343,78
5560,2560,134,14
5561,2561,206,40
5562,2562,55,28
5563,2563,48,29
5564,2564,235,55
5565,2565,80,48
5566,2566,131,44
5567,2567,319,52
5568,2568,60,59
5569,2569,332,71
5570,2570,306,12
5571,2571,183,42
5572,2572,107,43
5573,2573,299,67
5574,2574,97,49
5575,2575,85,77
5576,2576,115,60
5577,2577,123,1
5578,2578,297,23
5579,2579,249,53
5580,2580,73,39
5581,2581,172,8
5582,2582,211,27
5583,2583,79,22
5584,2584,212,10
5585,2585,203,42
5586,2586,252,71
5587,2587,118,10
5588,2588,262,25
5589,2589,157,16
5590,2590,229,5
5591,2591,265,79
5592,2592,240,75
5593,2593,121,45
5594,2594,176,68
5595,2595,298,16
5596,2596,188,34
5597,2597,172,26
5598,2598,211,38
5599,2599,307,9
5600,2600,347,74
5601,2601,93,33
5602,2602,46,24
5603,2603,177,56
5604,2604,195,28
5605,2605,53,70
5606,2606,304,68
5607,2607,312,75
5608,2608,299,39
5609,2609,178,70
5610,2610,298,79
5611,2611,341,55
5612,2612,136,51
5613,2613,90,62
5614,2614,348,3
5615,2615,343,34
5616,2616,194,76
5617,2617,102,28
5618,2618,302,1
5619,2619,204,16
5620,2620,237,37
5621,2621,336,69
5622,2622,249,75
5623,2623,215,18
5624,2624,257,59
5625,2625,195,24
5626,2626,99,77
5627,2627,69,6
5628,2628,227,26
5629,2629,218,17
5630,2630,321,12
5631,2631,101,15
5632,2632,114,35
5633,2633,276,64
5634,2634,237,48
5635,2635,227,62
5636,2636,104,35
5637,2637,182,23
5638,2638,177,71
5639,2639,51,76
5640,2640,324,55
5641,2641,149,58
5642,2642,209,6
5643,2643,205,6
5644,2644,286,79
5645,2645,316,17
5646,2646,133,38
5647,2647,47,9
5648,2648,185,44
5649,2649,254,19
5650,2650,211,12
5651,2651,142,32
5652,2652,98,75
5653,2653,305,13
5654,2654,251,14
5655,2655,201,41
5656,2656,254,21
5657,2657,252,37
5658,2658,228,54
5659,2659,70,58
5660,2660,144,4
5661,2661,331,15
5662,2662,304,0
5663,2663,112,5
5664,2664,348,18
5665,2665,93,31
5666,2666,74,23
5667,2667,291,2
5668,2668,194,47
5669,2669,199,74
5670,2670,250,69
5671,2671,162,34
5672,2672,307,28
5673,2673,147,27
5674,2674,276,45
5675,2675,222,74
5676,2676,152,15
5677,2677,296,5
5678,2678,95,17
5679,2679,57,34
5680,2680,203,53
5681,2681,319,66
5682,2682,337,35
5683,2683,318,9
5684,2684,132,6
5685,2685,216,76
5686,2686,115,75
5687,2687,257,35
5688,2688,142,61
5689,2689,77,8
5690,2690,260,44
5691,2691,117,77
5692,2692,212,33
5693,2693,101,46
5694,2694,162,79
5695,2695,331,36
5696,2696,176,70
5697,2697,156,48
5698,2698,63,19
5699,2699,211,33
5700,2700,107,27
5701,2701,122,23
5702,2702,220,28
5703,2703,226,30
5704,2704,98,60
5705,2705,226,51
5706,2706,158,55
5707,2707,293,60
5708,2708,91,3
5709,2709,240,18
5710,2710,210,77
5711,2711,271,10
5712,2712,229,50
5713,2713,114,75
5714,2714,192,22
5715,2715,264,35
5716,2716,66,51
5717,2717,56,13
5718,2718,157,57
5719,2719,321,65
5720,2720,315,73
5721,2721,147,45
5722,2722,63,56
5723,2723,124,64
5724,2724,146,79
5725,2725,192,28
5726,2726,178,23
5727,2727,98,15
5728,2728,164,11
5729,2729,223,13
5730,2730,247,30
5731,2731,256,45
5732,2732,262,51
5733,2733,137,55
5734,2734,239,68
5735,2735,234,38
5736,2736,274,27
5737,2737,142,45
5738,2738,292,53
5739,2739,209,45
5740,2740,141,29
5741,2741,244,33
5742,2742,243,9
5743,2743,82,17
5744,2744,172,46
5745,2745,61,70
5746,2746,100,70
5747,2747,44,6
5748,2748,260,50
5749,2749,95,19
5750,2750,44,32
5751,2751,151,19
5752,2752,263,40
5753,2753,331,45
5754,2754,210,75
5755,2755,346,27
5756,2756,272,66
5757,2757,213,1
5758,2758,273,58
5759,2759,342,52
5760,2760,75,32
5761,2761,99,48
5762,2762,121,78
5763,2763,175,43
5764,2764,94,44
5765,2765,97,54
5766,2766,73,16
5767,2767,94,41
5768,2768,41,76
5769,2769,129,66
5770,2770,57,7
5771,2771,284,56
5772,2772,210,11
5773,2773,279,24
5774,2774,265,70
5775,2775,203,53
5776,2776,179,68
5777,2777,169,31
5778,2778,239,60
5779,2779,155,76
5780,2780,309,74
5781,2781,260,22
5782,2782,177,46
5783,2783,209,28
5784,2784,131,75
5785,2785,116,52
5786,2786,345,21
5787,2787,122,59
5788,2788,212,24
5789,2789,98,68
5790,2790,50,50
5791,2791,112,67
5792,2792,347,34
5793,2793,130,26
5794,2794,182,34
5795,2795,210,21
5796,2796,309,4
5797,2797,44,31
5798,2798,46,13
5799,2799,150,38
5800,2800,270,76
5801,2801,200,37
5802,2802,274,26
5803,2803,286,41
5804,2804,146,52
5805,2805,138,22
5806,2806,241,17
5807,2807,344,11
5808,2808,134,18
5809,2809,156,4
5810,2810,61,49
5811,2811,115,37
5812,2812,223,39
5813,2813,80,58
5814,2814,320,35
5815,2815,313,28
5816,2816,248,41
5817,2817,260,12
5818,2818,168,74
5819,2819,240,49
5820,2820,157,63
5821,2821,305,62
5822,2822,171,68
5823,2823,193,47
5824,2824,159,6
5825,2825,306,78
5826,2826,151,69
5827,2827,253,67
5828,2828,98,50
5829,2829,142,35
5830,2830,122,55
5831,2831,195,72
5832,2832,256,4
5833,2833,130,79
5834,2834,129,0
5835,2835,187,68
5836,2836,196,14
5837,2837,315,72
5838,2838,289,75
5839,2839,236,42
5840,2840,255,17
5841,2841,179,53
5842,2842,344,13
5843,2843,275,29
5844,2844,82,20
5845,2845,99,74
5846,2846,329,17
5847,2847,239,58
5848,2848,330,18
5849,2849,153,68
5850,2850,323,17
5851,2851,272,59
5852,2852,120,24
5853,2853,54,46
5854,2854,116,45
5855,2855,169,38
5856,2856,211,44
5857,2857,290,10
5858,2858,71,23
5859,2859,52,66
5860,2860,175,65
5861,2861,329,6
5862,2862,139,30
5863,2863,229,61
5864,2864,149,54
5865,2865,144,52
5866,2866,168,3
5867,2867,195,76
5868,2868,111,39
5869,2869,96,66
5870,2870,303,66
5871,2871,336,8
5872,2872,266,49
5873,2873,175,15
5874,2874,91,75
5875,2875,246,53
5876,2876,68,9
5877,2877,157,13
5878,2878,65,74
5879,2879,205,5
5880,2880,275,55
5881,2881,95,4
5882,2882,266,41
5883,2883,101,26
5884,2884,60,22
5885,2885,200,28
5886,2886,181,16
5887,2887,298,20
5888,2888,67,44
5889,2889,274,51
5890,2890,299,33
5891,2891,100,3
5892,2892,151,51
5893,2893,230,26
5894,2894,291,41
5895,2895,253,3
5896,2896,148,39
5897,2897,241,41
5898,2898,181,70
5899,2899,148,41
5900,2900,100,39
5901,2901,146,61
5902,2902,63,24
5903,2903,271,52
5904,2904,257,55
5905,2905,176,18
5906,2906,136,70
5907,2907,189,48
5908,2908,249,8
5909,2909,89,44
5910,2910,305,58
5911,2911,319,44
5912,2912,137,73
5913,2913,346,41
5914,2914,100,52
5915,2915,256,11
5916,2916,42,19
5917,2917,305,77
5918,2918,139,71
5919,2919,207,76
5920,2920,309,27
5921,2921,153,51
5922,2922,48,60
5923,2923,167,56
5924,2924,299,58
5925,2925,344,22
5926,2926,137,12
5927,2927,144,66
5928,2928,47,16
5929,2929,256,37
5930,2930,220,45
5931,2931,57,61
5932,2932,122,52
5933,2933,125,31
5934,2934,143,61
5935,2935,130,62
5936,2936,155,1
5937,2937,47,12
5938,2938,282,41
5939,2939,134,53
5940,2940,163,13
5941,2941,140,4
5942,2942,334,9
5943,2943,127,9
5944,2944,324,9
5945,2945,278,65
5946,2946,308,2
5947,2947,102,13
5948,2948,119,68
5949,2949,280,68
5950,2950,146,49
5951,2951,114,16
5952,2952,86,66
5953,2953,340,11
5954,2954,92,70
5955,2955,145,66
5956,2956,94,4
5957,2957,197,53
5958,2958,120,77
5959,2959,246,0
5960,2960,190,28
5961,2961,60,39
5962,2962,74,45
5963,2963,201,32
5964,2964,303,42
5965,2965,257,43
5966,2966,219,54
5967,2967,279,41
5968,2968,335,58
5969,2969,159,12
5970,2970,127,75
5971,2971,300,12
5972,2972,181,9
5973,2973,346,32
5974,2974,189,19
5975,2975,311,39
5976,2976,327,3
5977,2977,225,56
5978,2978,231,24
5979,2979,217,59
5980,2980,99,9
5981,2981,279,47
5982,2982,179,0
5983,2983,84,56
5984,2984,271,63
5985,2985,242,43
5986,2986,184,43
5987,2987,289,10
5988,2988,161,77
5989,2989,44,26
5990,2990,122,16
5991,2991,310,21
5992,2992,287,48
5993,2993,67,36
5994,2994,268,79
5995,2995,49,58
5996,2996,345,43
5997,2997,132,15
5998,2998,129,54
5999,2999,229,76
6000,3000,96,59
6001,3001,319,32
6002,3002,247,65
6003,3003,228,61
6004,3004,261,68
6005,3005,320,31
6006,3006,242,53
6007,3007,195,77
6008,3008,250,3
6009,3009,196,42
6010,3010,41,44
6011,3011,274,78
6012,3012,226,13
6013,3013,112,2
6014,3014,136,19
6015,3015,242,4
6016,3016,257,20
6017,3017,330,64
6018,3018,201,56
6019,3019,41,60
6020,3020,241,15
6021,3021,112,73
6022,3022,232,27
6023,3023,197,36
6024,3024,142,56
6025,3025,336,75
6026,3026,280,52
6027,3027,297,1
6028,3028,289,4
6029,3029,278,60
6030,3030,240,71
6031,3031,129,13
6032,3032,223,60
6033,3033,274,38
6034,3034,235,70
6035,3035,325,53
6036,3036,237,44
6037,3037,199,30
6038,3038,332,50
6039,3039,208,32
6040,3040,184,21
6041,3041,196,59
6042,3042,300,37
6043,3043,271,68
6044,3044,149,24
6045,3045,48,29
6046,3046,317,36
6047,3047,215,49
6048,3048,333,39
6049,3049,92,29
6050,3050,301,44
6051,3051,184,72
6052,3052,152,18
6053,3053,293,73
6054,3054,139,32
6055,3055,292,15
6056,3056,147,69
6057,3057,70,59
6058,3058,79,20
6059,3059,75,41
6060,3060,187,0
6061,3061,60,36
6062,3062,322,6
6063,3063,169,30
6064,3064,102,36
6065,3065,93,63
6066,3066,334,24
6067,3067,190,0
6068,3068,298,41
6069,3069,88,53
6070,3070,200,42
6071,3071,344,69
6072,3072,183,66
6073,3073,113,38
6074,3074,166,4
6075,3075,308,58
6076,3076,127,26
6077,3077,322,72
6078,3078,73,47
6079,3079,302,4
6080,3080,229,24
6081,3081,319,4
6082,3082,48,36
6083,3083,196,42
6084,3084,229,54
6085,3085,240,29
6086,3086,225,14
6087,3087,160,41
6088,3088,158,49
6089,3089,274,36
6090,3090,200,7
6091,3091,333,51
6092,3092,206,31
6093,3093,326,65
6094,3094,129,11
6095,3095,321,75
6096,3096,210,16
6097,3097,337,27
6098,3098,203,58
6099,3099,114,8
6100,3100,142,54
6101,3101,83,63
6102,3102,339,55
6103,3103,153,25
6104,3104,80,36
6105,3105,146,30
6106,3106,149,41
6107,3107,175,48
6108,3108,196,2
6109,3109,49,39
6110,3110,64,0
6111,3111,194,11
6112,3112,259,36
6113,3113,303,9
6114,3114,178,40
6115,3115,124,57
6116,3116,267,0
6117,3117,281,7
6118,3118,48,42
6119,3119,218,65
6120,3120,303,78
6121,3121,348,5
6122,3122,179,66
6123,3123,134,0
6124,3124,228,61
6125,3125,254,29
6126,3126,189,16
6127,3127,136,25
6128,3128,45,8
6129,3129,299,61
6130,3130,249,21
6131,3131,244,2
6132,3132,263,30
6133,3133,170,49
6134,3134,99,58
6135,3135,125,34
6136,3136,77,60
6137,3137,66,8
6138,3138,269,54
6139,3139,93,39
6140,3140,64,55
6141,3141,303,64
6142,3142,236,26
6143,3143,269,7
6144,3144,317,7
6145,3145,233,18
6146,3146,236,70
6147,3147,90,21
6148,3148,74,31
6149,3149,85,35
6150,3150,201,26
6151,3151,102,3
6152,3152,87,18
6153,3153,127,0
6154,3154,91,57
6155,3155,60,32
6156,3156,92,14
6157,3157,327,29
6158,3158,203,73
6159,3159,152,7
6160,3160,136,40
6161,3161,342,43
6162,3162,46,22
6163,3163,73,32
6164,3164,286,31
6165,3165,134,6
6166,3166,321,51
6167,3167,114,33
6168,3168,145,4
6169,3169,341,6
6170,3170,270,15
6171,3171,83,64
6172,3172,138,21
6173,3173,90,71
6174,3174,205,33
6175,3175,258,30
6176,3176,342,19
6177,3177,142,64
6178,3178,267,36
6179,3179,83,18
6180,3180,217,4
6181,3181,154,26
6182,3182,186,34
6183,3183,142,38
6184,3184,144,46
6185,3185,117,31
6186,3186,277,62
6187,3187,237,34
6188,3188,347,42
6189,3189,55,12
6190,3190,183,53
6191,3191,250,11
6192,3192,323,58
6193,3193,44,20
6194,3194,157,62
6195,3195,106,68
6196,3196,83,11
6197,3197,345,32
6198,3198,191,62
6199,3199,95,51
6200,3200,197,44
6201,3201,326,29
6202,3202,91,8
6203,3203,66,35
6204,3204,202,53
6205,3205,348,42
6206,3206,271,46
6207,3207,98,78
6208,3208,125,68
6209,3209,161,11
6210,3210,133,46
6211,3211,215,65
6212,3212,156,74
6213,3213,245,54
6214,3214,260,7
6215,3215,190,72
6216,3216,204,0
6217,3217,49,29
6218,3218,262,34
6219,3219,136,12
6220,3220,196,31
6221,3221,123,79
6222,3222,49,70
6223,3223,311,23
6224,3224,50,58
6225,3225,76,13
6226,3226,66,24
6227,3227,61,21
6228,3228,234,67
6229,3229,135,67
6230,3230,211,77
6231,3231,47,15
6232,3232,102,2
6233,3233,254,67
6234,3234,236,62
6235,3235,305,63
6236,3236,77,58
6237,3237,244,23
6238,3238,111,43
6239,3239,265,44
6240,3240,51,42
6241,3241,202,71
6242,3242,287,21
6243,3243,90,29
6244,3244,333,25
6245,3245,279,3
6246,3246,129,51
6247,3247,154,25
6248,3248,262,58
6249,3249,284,59
6250,3250,279,0
6251,3251,107,40
6252,3252,304,34
6253,3253,86,23
6254,3254,232,40
6255,3255,161,4
6256,3256,79,55
6257,3257,301,79
6258,3258,349,79
6259,3259,258,15
6260,3260,119,75
6261,3261,164,11
6262,3262,254,49
6263,3263,251,63
6264,3264,166,23
6265,3265,233,13
6266,3266,156,66
6267,3267,74,71
6268,3268,324,40
6269,3269,106,72
6270,3270,140,39
6271,3271,110,26
6272,3272,65,2
6273,3273,247,74
6274,3274,106,73
6275,3275,129,66
6276,3276,113,37
6277,3277,258,44
6278,3278,153,37
6279,3279,42,26
6280,3280,244,40
6281,3281,197,69
6282,3282,143,74
6283,3283,241,28
6284,3284,86,53
6285,3285,221,56
6286,3286,86,46
6287,3287,48,69
6288,3288,162,67
6289,3289,294,33
6290,3290,133,32
6291,3291,301,47
6292,3292,342,73
6293,3293,256,46
6294,3294,157,77
6295,3295,137,5
6296,3296,179,58
6297,3297,206,46
6298,3298,55,54
6299,3299,185,58
6300,3300,252,32
6301,3301,160,0
6302,3302,321,47
6303,3303,109,61
6304,3304,321,17
6305,3305,169,54
6306,3306,160,14
6307,3307,148,5
6308,3308,138,33
6309,3309,183,31
6310,3310,202,32
6311,3311,142,61
6312,3312,317,8
6313,3313,286,27
6314,3314,286,46
6315,3315,198,16
6316,3316,235,27
6317,3317,278,78
6318,3318,72,67
6319,3319,202,5
6320,3320,73,25
6321,3321,252,13
6322,3322,46,48
6323,3323,343,23
6324,3324,185,63
6325,3325,201,25
6326,3326,262,55
6327,3327,165,45
6328,3328,271,6
6329,3329,250,20
6330,3330,219,70
6331,3331,212,55
6332,3332,160,0
6333,3333,86,29
6334,3334,67,36
6335,3335,265,34
6336,3336,328,75
6337,3337,325,9
6338,3338,284,50
6339,3339,348,21
6340,3340,40,35
6341,3341,254,3
6342,3342,321,16
6343,3343,139,60
6344,3344,309,34
6345,3345,97,9
6346,3346,288,78
6347,3347,297,76
6348,3348,73,48
6349,3349,329,62
6350,3350,302,59
6351,3351,335,11
6352,3352,262,5
6353,3353,86,2
6354,3354,249,25
6355,3355,265,51
6356,3356,82,28
6357,3357,337,28
6358,3358,251,13
6359,3359,208,62
6360,3360,187,54
6361,3361,155,77
6362,3362,80,60
6363,3363,247,1
6364,3364,85,75
6365,3365,174,70
6366,3366,315,57
6367,3367,157,16
6368,3368,224,74
6369,3369,339,39
6370,3370,250,44
6371,3371,225,40
6372,3372,200,41
6373,3373,170,79
6374,3374,309,42
6375,3375,259,64
6376,3376,199,4
6377,3377,273,71
6378,3378,86,28
6379,3379,196,39
6380,3380,155,55
6381,3381,248,46
6382,3382,81,12
6383,3383,104,13
6384,3384,326,79
6385,3385,226,1
6386,3386,97,59
6387,3387,242,51
6388,3388,102,2
6389,3389,55,76
6390,3390,107,57
6391,3391,70,61
6392,3392,319,44
6393,3393,209,19
6394,3394,290,73
6395,3395,130,6
6396,3396,141,40
6397,3397,133,30
6398,3398,95,71
6399,3399,83,70
6400,3400,154,11
6401,3401,280,52
6402,3402,154,39
6403,3403,96,3
6404,3404,242,72
6405,3405,114,46
6406,3406,271,32
6407,3407,213,25
6408,3408,111,74
6409,3409,185,25
6410,3410,345,29
6411,3411,202,32
6412,3412,83,61
6413,3413,68,44
6414,3414,95,2
6415,3415,88,72
6416,3416,99,47
6417,3417,295,63
6418,3418,204,58
6419,3419,188,1
6420,3420,253,19
6421,3421,183,17
6422,3422,192,9
6423,3423,60,68
6424,3424,280,21
6425,3425,156,60
6426,3426,74,59
6427,3427,114,65
6428,3428,99,64
6429,3429,91,57
6430,3430,225,7
6431,3431,78,22
6432,3432,272,70
6433,3433,299,54
6434,3434,111,43
6435,3435,244,74
6436,3436,73,3
6437,3437,97,27
6438,3438,166,67
6439,3439,80,43
6440,3440,217,70
6441,3441,87,61
6442,3442,340,56
6443,3443,147,59
6444,3444,289,22
6445,3445,304,23
6446,3446,96,22
6447,3447,85,27
6448,3448,330,37
6449,3449,94,59
6450,3450,128,48
6451,3451,321,37
6452,3452,132,62
6453,3453,293,1
6454,3454,265,14
6455,3455,133,34
6456,3456,62,48
6457,3457,206,5
6458,3458,190,53
6459,3459,96,27
6460,3460,205,69
6461,3461,101,2
6462,3462,291,9
6463,3463,60,40
6464,3464,65,29
6465,3465,301,75
6466,3466,191,44
6467,3467,47,37
6468,3468,178,72
6469,3469,75,74
6470,3470,306,41
6471,3471,179,70
6472,3472,248,79
6473,3473,333,52
6474,3474,140,52
6475,3475,287,16
6476,3476,265,52
6477,3477,211,26
6478,3478,215,34
6479,3479,234,35
6480,3480,136,59
6481,3481,58,50
6482,3482,129,31
6483,3483,134,11
6484,3484,306,28
6485,3485,316,74
6486,3486,143,31
6487,3487,127,78
6488,3488,43,59
6489,3489,215,61
6490,3490,330,73
6491,3491,183,74
6492,3492,178,18
6493,3493,74,11
6494,3494,283,71
6495,3495,338,12
6496,3496,43,12
6497,3497,106,68
6498,3498,138,5
6499,3499,313,73
