log_id,user_id,log_date,screen_time,unlocks,day_type
532494,2985,2026-01-09,2.4,68,Weekday
532495,3150,2025-12-20,7.3,75,Weekend
532496,2228,2026-01-09,7.2,68,Weekday
532497,3458,2026-01-18,8.8,70,Weekend
532498,2795,2026-01-13,5.9,54,Weekday
532499,3098,2026-01-25,2.8,70,Weekend
532500,1342,2026-02-18,4.4,51,Weekday
532501,2423,2025-12-11,9.8,74,Weekday
532502,3249,2025-12-19,7.2,61,Weekday
532503,1299,2026-02-10,6.1,74,Weekday
532504,1145,2026-01-22,4.0,73,Weekday
532505,1461,2026-01-18,4.1,71,Weekend
532506,2963,2026-02-21,3.0,69,Weekend
532507,1915,2025-12-14,5.8,61,Weekend
532508,1823,2026-02-17,9.0,72,Weekday
532509,2911,2026-01-20,0.5,59,Weekday
532510,3198,2026-01-30,5.2,75,Weekday
532511,2339,2025-12-03,2.9,47,Weekday
532512,3246,2026-01-27,4.7,65,Weekday
532513,3476,2026-01-21,9.2,64,Weekday
532514,3350,2026-01-31,9.9,52,Weekend
532515,1497,2026-02-09,9.2,74,Weekday
532516,1790,2026-01-05,6.7,63,Weekday
532517,1104,2026-02-07,5.0,68,Weekend
532518,1009,2026-02-06,8.3,60,Weekday
532519,1326,2026-01-27,4.7,89,Weekday
532520,1882,2025-12-31,4.6,77,Weekday
532521,2671,2025-12-12,10.7,63,Weekday
532522,1906,2025-12-24,4.1,59,Weekday
532523,1737,2026-01-19,10.1,61,Weekday
532524,3174,2026-01-08,4.4,73,Weekday
532525,2139,2026-01-06,7.6,50,Weekday
532526,1923,2026-02-27,5.8,50,Weekday
532527,1170,2026-02-09,6.0,69,Weekday
532528,3259,2026-02-25,4.7,47,Weekday
532529,3236,2025-12-10,8.7,61,Weekday
532530,2513,2026-02-14,9.4,67,Weekend
532531,1386,2025-12-21,10.1,68,Weekend
532532,2011,2026-02-12,4.4,72,Weekday
532533,2624,2026-01-06,10.0,74,Weekday
532534,2153,2026-01-21,9.1,72,Weekday
532535,3070,2025-12-20,1.1,88,Weekend
532536,3448,2026-02-14,7.3,62,Weekend
532537,1504,2025-12-25,9.5,66,Weekday
532538,1920,2026-01-07,7.5,73,Weekday
532539,2995,2026-02-15,5.0,81,Weekend
532540,2555,2025-12-17,2.3,59,Weekday
532541,3376,2025-12-31,4.0,67,Weekday
532542,2443,2025-12-12,8.1,71,Weekday
532543,1411,2026-01-11,3.1,75,Weekend
532544,2775,2026-02-19,5.3,49,Weekday
532545,1028,2025-12-30,7.7,70,Weekday
532546,3292,2026-01-09,4.9,71,Weekday
532547,1825,2026-01-12,3.8,52,Weekday
532548,2909,2026-02-25,3.8,57,Weekday
532549,2083,2026-02-20,9.4,54,Weekday
532550,1138,2025-12-25,5.6,51,Weekday
532551,1356,2026-01-10,4.7,53,Weekend
532552,3259,2025-12-10,1.7,62,Weekday
532553,2162,2026-01-12,11.1,63,Weekday
532554,2516,2026-02-26,4.8,72,Weekday
532555,2359,2026-02-15,8.2,56,Weekend
532556,2634,2026-01-26,9.6,72,Weekday
532557,3225,2025-12-27,5.8,60,Weekend
532558,3160,2025-12-11,4.1,59,Weekday
532559,1282,2025-12-31,3.1,71,Weekday
532560,2139,2026-01-14,7.9,59,Weekday
532561,2797,2026-01-08,9.5,61,Weekday
532562,1040,2025-12-29,6.0,70,Weekday
532563,2190,2025-12-20,6.9,65,Weekend
532564,2244,2026-01-13,5.7,49,Weekday
532565,1312,2026-02-08,5.5,64,Weekend
532566,2930,2025-12-19,10.6,76,Weekday
532567,2154,2026-02-11,7.7,66,Weekday
532568,1047,2025-12-13,5.7,60,Weekend
532569,1133,2025-12-27,5.9,59,Weekend
532570,2579,2026-01-12,5.5,57,Weekday
532571,3364,2025-12-19,4.7,68,Weekday
532572,3133,2026-01-09,7.1,57,Weekday
532573,2071,2026-02-04,2.3,76,Weekday
532574,2888,2025-12-09,3.4,51,Weekday
532575,3471,2026-02-27,4.8,46,Weekday
532576,3434,2026-01-09,7.7,59,Weekday
532577,1925,2025-12-31,4.3,79,Weekday
532578,1239,2025-12-30,10.7,62,Weekday
532579,3305,2026-02-14,5.0,66,Weekend
532580,1043,2026-02-17,6.2,57,Weekday
532581,2191,2026-02-04,8.8,70,Weekday
532582,2810,2026-02-19,5.1,67,Weekday
532583,2214,2026-03-01,10.4,79,Weekend
532584,1663,2026-01-21,6.4,73,Weekday
532585,2585,2026-01-30,7.7,54,Weekday
532586,2848,2025-12-03,6.1,61,Weekday
532587,1753,2026-01-17,6.8,55,Weekend
532588,1104,2026-02-01,5.1,69,Weekend
532589,1926,2026-01-22,5.5,63,Weekday
532590,2898,2026-01-08,5.8,64,Weekday
532591,2372,2026-01-28,7.3,59,Weekday
532592,1953,2026-01-09,3.3,58,Weekday
532593,2673,2026-01-06,7.9,82,Weekday
532594,2342,2026-02-02,8.6,75,Weekday
532595,3104,2026-02-28,10.0,55,Weekend
532596,1239,2026-01-02,6.2,70,Weekday
532597,3474,2026-01-27,7.2,65,Weekday
532598,3187,2025-12-28,5.0,63,Weekend
532599,3109,2025-12-11,10.9,63,Weekday
532600,1151,2026-01-09,5.0,59,Weekday
532601,1129,2026-01-31,7.1,67,Weekend
532602,3478,2026-01-25,11.9,74,Weekend
532603,2463,2026-01-20,9.0,55,Weekday
532604,2235,2026-01-26,1.9,66,Weekday
532605,1399,2026-01-07,6.4,60,Weekday
532606,2740,2026-01-29,7.4,55,Weekday
532607,2937,2025-12-17,3.7,72,Weekday
532608,1540,2026-02-03,13.0,68,Weekday
532609,1181,2025-12-02,1.7,77,Weekday
532610,2074,2026-01-09,9.4,66,Weekday
532611,2770,2026-01-12,6.7,53,Weekday
532612,3397,2026-01-29,4.5,70,Weekday
532613,2081,2026-01-15,8.7,59,Weekday
532614,1418,2025-12-02,5.6,65,Weekday
532615,2160,2025-12-30,13.2,59,Weekday
532616,1639,2026-01-04,8.2,72,Weekend
532617,3084,2025-12-31,8.2,66,Weekday
532618,1493,2026-02-04,6.8,70,Weekday
532619,1358,2026-01-07,2.6,75,Weekday
532620,2803,2026-02-27,1.0,62,Weekday
532621,2108,2026-02-13,8.3,62,Weekday
532622,1538,2026-01-02,9.4,66,Weekday
532623,1343,2026-01-31,4.0,58,Weekend
532624,3218,2025-12-13,5.9,85,Weekend
532625,2713,2026-01-15,8.2,60,Weekday
532626,1865,2025-12-05,3.1,64,Weekday
532627,3067,2026-01-10,9.9,76,Weekend
532628,2932,2025-12-27,8.1,64,Weekend
532629,3350,2025-12-17,6.8,70,Weekday
532630,1775,2026-01-24,12.1,66,Weekend
532631,1996,2025-12-11,7.9,66,Weekday
532632,3374,2025-12-23,8.1,56,Weekday
532633,1575,2025-12-06,5.6,44,Weekend
532634,2035,2026-02-03,5.8,58,Weekday
532635,1360,2025-12-25,5.0,61,Weekday
532636,1295,2025-12-15,4.4,58,Weekday
532637,2426,2026-02-08,9.7,53,Weekend
532638,2398,2025-12-29,4.0,66,Weekday
532639,2770,2025-12-10,7.6,59,Weekday
532640,1692,2025-12-29,4.3,75,Weekday
532641,1499,2026-01-09,7.3,63,Weekday
532642,2067,2025-12-07,6.9,69,Weekend
532643,2132,2026-02-27,4.4,71,Weekday
532644,2121,2026-02-01,8.2,61,Weekend
532645,2762,2026-01-20,4.2,54,Weekday
532646,2241,2026-01-16,7.0,69,Weekday
532647,3196,2025-12-27,0.5,51,Weekend
532648,1946,2025-12-10,8.7,62,Weekday
532649,2615,2025-12-15,8.6,59,Weekday
532650,1563,2026-02-24,11.2,71,Weekday
532651,1062,2025-12-12,8.6,75,Weekday
532652,2619,2026-02-17,2.9,61,Weekday
532653,2973,2026-01-03,2.7,77,Weekend
532654,1393,2026-01-10,9.6,47,Weekend
532655,2526,2025-12-28,11.3,56,Weekend
532656,2501,2026-01-10,1.3,49,Weekend
532657,3106,2025-12-25,6.1,84,Weekday
532658,1519,2026-01-24,6.9,57,Weekend
532659,1388,2025-12-16,5.5,56,Weekday
532660,1587,2026-02-08,7.1,66,Weekend
532661,2613,2026-02-11,8.7,75,Weekday
532662,1635,2026-02-12,12.1,71,Weekday
532663,1279,2026-02-09,8.3,81,Weekday
532664,2984,2025-12-17,6.1,66,Weekday
532665,3281,2026-02-09,7.5,62,Weekday
532666,1185,2026-01-06,3.6,72,Weekday
532667,1804,2026-01-12,6.6,66,Weekday
532668,1074,2025-12-21,7.5,62,Weekend
532669,1709,2025-12-19,6.1,62,Weekday
532670,3280,2026-02-19,3.8,59,Weekday
532671,2191,2025-12-14,5.7,52,Weekend
532672,1534,2025-12-16,5.7,67,Weekday
532673,2430,2026-01-05,4.1,65,Weekday
532674,3021,2026-02-13,3.2,69,Weekday
532675,2253,2026-01-14,3.2,63,Weekday
532676,1895,2025-12-21,8.6,70,Weekend
532677,1971,2025-12-17,4.6,65,Weekday
532678,1646,2025-12-09,4.6,49,Weekday
532679,3340,2026-01-29,11.3,64,Weekday
532680,3038,2025-12-16,4.7,67,Weekday
532681,1037,2026-02-10,10.6,64,Weekday
532682,2255,2026-02-06,10.7,62,Weekday
532683,3215,2026-02-24,6.1,63,Weekday
532684,1102,2026-02-08,8.0,61,Weekend
532685,1144,2026-01-01,3.5,69,Weekday
532686,1754,2025-12-23,3.7,63,Weekday
532687,1365,2025-12-14,8.8,70,Weekend
532688,3200,2026-01-12,10.8,79,Weekday
532689,3469,2026-01-17,8.4,74,Weekend
532690,3366,2026-01-22,5.7,66,Weekday
532691,2830,2026-01-25,5.7,74,Weekend
532692,2727,2026-01-28,6.7,53,Weekday
532693,1082,2025-12-09,9.6,60,Weekday
532694,2311,2025-12-24,5.3,61,Weekday
532695,2894,2026-02-21,6.0,67,Weekend
532696,2512,2026-02-07,8.5,58,Weekend
532697,2656,2026-02-16,9.8,55,Weekday
532698,3126,2025-12-31,6.1,53,Weekday
532699,2615,2026-01-12,5.5,59,Weekday
532700,1150,2025-12-06,5.3,70,Weekend
532701,1729,2026-01-01,9.1,63,Weekday
532702,3062,2026-01-12,7.4,74,Weekday
532703,1100,2026-02-26,4.7,71,Weekday
532704,1779,2026-01-11,11.9,65,Weekend
532705,2058,2026-02-23,8.5,64,Weekday
532706,3398,2026-01-29,7.4,59,Weekday
532707,3330,2026-02-27,6.8,60,Weekday
532708,1636,2025-12-08,5.3,65,Weekday
532709,2759,2026-02-01,2.6,57,Weekend
532710,2696,2025-12-08,9.4,55,Weekday
532711,1524,2026-01-15,5.2,61,Weekday
532712,1164,2026-01-09,5.4,63,Weekday
532713,1427,2025-12-19,6.3,66,Weekday
532714,2281,2026-02-23,5.4,58,Weekday
532715,1933,2025-12-18,10.2,66,Weekday
532716,3490,2025-12-25,3.6,55,Weekday
532717,3116,2026-01-27,5.7,65,Weekday
532718,3321,2026-02-22,2.9,53,Weekend
532719,1559,2025-12-17,4.6,75,Weekday
532720,1848,2026-02-04,5.6,61,Weekday
532721,2345,2025-12-24,10.1,65,Weekday
532722,2968,2025-12-04,6.0,59,Weekday
532723,2385,2026-01-30,7.7,68,Weekday
532724,2954,2026-01-07,4.1,61,Weekday
532725,1589,2026-02-06,6.4,58,Weekday
532726,1498,2026-01-13,6.5,71,Weekday
532727,3251,2025-12-23,0.5,66,Weekday
532728,2529,2026-01-23,5.5,67,Weekday
532729,2638,2026-02-19,10.6,58,Weekday
532730,2132,2026-01-15,5.1,78,Weekday
532731,2860,2026-01-10,10.3,73,Weekend
532732,1387,2026-02-17,9.9,74,Weekday
532733,1415,2026-01-18,3.1,57,Weekend
532734,1900,2026-03-01,5.4,65,Weekend
532735,2591,2026-02-17,2.2,71,Weekday
532736,1311,2026-02-25,6.7,66,Weekday
532737,3299,2026-01-13,12.2,69,Weekday
532738,3035,2026-01-01,10.8,88,Weekday
532739,2607,2025-12-16,6.8,70,Weekday
532740,2715,2025-12-24,6.4,63,Weekday
532741,1202,2026-02-25,12.6,68,Weekday
532742,1109,2025-12-10,4.1,64,Weekday
532743,1081,2026-02-27,8.6,72,Weekday
532744,2619,2026-01-26,2.1,60,Weekday
532745,1768,2025-12-02,2.2,52,Weekday
532746,3240,2026-01-08,4.0,73,Weekday
532747,1138,2026-01-14,5.3,77,Weekday
532748,1220,2026-01-28,7.1,53,Weekday
532749,1860,2026-01-27,8.5,63,Weekday
532750,3387,2026-02-16,4.1,47,Weekday
532751,1958,2026-01-12,8.3,81,Weekday
532752,2445,2025-12-12,13.3,68,Weekday
532753,2609,2025-12-06,5.0,63,Weekend
532754,3245,2026-02-03,7.1,61,Weekday
532755,2347,2025-12-07,8.5,63,Weekend
532756,2283,2026-02-20,10.2,70,Weekday
532757,1198,2026-01-02,1.1,74,Weekday
532758,2888,2026-03-01,6.6,55,Weekend
532759,2160,2026-01-01,12.7,56,Weekday
532760,2369,2025-12-28,0.5,66,Weekend
532761,3034,2025-12-27,5.9,75,Weekend
532762,3222,2026-02-22,8.9,60,Weekend
532763,1488,2026-01-22,5.0,65,Weekday
532764,3363,2026-02-12,10.7,66,Weekday
532765,3427,2026-02-03,5.3,73,Weekday
532766,2877,2026-01-26,9.6,74,Weekday
532767,2952,2026-01-17,9.3,72,Weekend
532768,1441,2025-12-09,5.9,63,Weekday
532769,1864,2025-12-06,9.0,64,Weekend
532770,2839,2026-01-21,4.7,72,Weekday
532771,3180,2025-12-22,10.9,56,Weekday
532772,1655,2025-12-24,10.6,66,Weekday
532773,2890,2026-02-03,12.8,59,Weekday
532774,2379,2026-01-26,11.7,45,Weekday
532775,1235,2026-02-22,9.1,70,Weekend
532776,1988,2026-02-02,4.9,59,Weekday
532777,2382,2026-01-20,11.1,74,Weekday
532778,1814,2025-12-11,9.4,69,Weekday
532779,2294,2025-12-24,4.9,70,Weekday
532780,2689,2026-01-30,6.3,58,Weekday
532781,2533,2025-12-06,6.8,61,Weekend
532782,3486,2025-12-08,3.5,62,Weekday
532783,2665,2026-01-23,4.9,69,Weekday
532784,2823,2025-12-18,9.9,60,Weekday
532785,2494,2025-12-13,8.6,63,Weekend
532786,2732,2025-12-08,13.6,69,Weekday
532787,2334,2026-01-15,4.1,78,Weekday
532788,2240,2026-02-22,6.8,64,Weekend
532789,1610,2026-01-06,6.2,56,Weekday
532790,2335,2025-12-19,8.6,66,Weekday
532791,1229,2026-02-02,6.1,53,Weekday
532792,1339,2025-12-24,3.7,73,Weekday
532793,3211,2025-12-13,5.1,63,Weekend
532794,3163,2026-01-16,10.4,61,Weekday
532795,1070,2026-02-19,5.2,55,Weekday
532796,2749,2026-01-22,7.5,75,Weekday
532797,1849,2026-02-05,6.6,59,Weekday
532798,2076,2026-01-28,4.8,48,Weekday
532799,2620,2026-01-10,8.3,64,Weekend
532800,1341,2025-12-24,9.4,67,Weekday
532801,1934,2026-01-04,9.4,71,Weekend
532802,1587,2026-01-18,7.0,62,Weekend
532803,3379,2026-02-04,9.6,58,Weekday
532804,3009,2026-01-20,3.3,52,Weekday
532805,2102,2026-01-31,5.6,61,Weekend
532806,1106,2026-02-12,6.3,57,Weekday
532807,2972,2026-02-15,6.9,69,Weekend
532808,3129,2026-01-01,11.7,68,Weekday
532809,3439,2025-12-11,4.4,66,Weekday
532810,1229,2026-01-20,5.1,56,Weekday
532811,3067,2025-12-10,5.5,62,Weekday
532812,2346,2025-12-15,9.3,70,Weekday
532813,1651,2026-02-24,7.9,60,Weekday
532814,2333,2026-01-30,11.9,64,Weekday
532815,1471,2026-01-07,6.3,59,Weekday
532816,1073,2025-12-09,8.2,70,Weekday
532817,1653,2026-01-17,8.7,70,Weekend
532818,2459,2026-02-14,3.7,55,Weekend
532819,1461,2026-02-11,6.6,57,Weekday
532820,2173,2026-01-03,6.2,69,Weekend
532821,2667,2026-01-08,8.7,63,Weekday
532822,2907,2026-01-26,12.8,61,Weekday
532823,3362,2026-02-12,5.2,61,Weekday
532824,2855,2025-12-05,8.4,72,Weekday
532825,1639,2026-01-08,6.1,61,Weekday
532826,1273,2026-02-18,4.4,71,Weekday
532827,1481,2026-02-24,5.5,87,Weekday
532828,1081,2026-01-28,7.7,49,Weekday
532829,1030,2025-12-12,8.3,57,Weekday
532830,2107,2025-12-20,8.7,80,Weekend
532831,1995,2026-01-10,6.5,66,Weekend
532832,3089,2026-02-13,4.3,54,Weekday
532833,1250,2026-02-03,3.8,73,Weekday
532834,3434,2026-02-05,4.7,58,Weekday
532835,2620,2025-12-07,1.7,59,Weekend
532836,1995,2025-12-26,5.1,65,Weekday
532837,2718,2026-02-11,6.4,72,Weekday
532838,1265,2026-01-28,1.5,70,Weekday
532839,1021,2026-02-16,4.9,60,Weekday
532840,2430,2026-01-09,6.4,72,Weekday
532841,3123,2026-01-31,9.8,60,Weekend
532842,2510,2026-02-14,6.5,62,Weekend
532843,1679,2026-02-26,12.4,55,Weekday
532844,2932,2025-12-09,10.0,74,Weekday
532845,1239,2026-01-20,6.2,66,Weekday
532846,1050,2026-02-08,3.6,52,Weekend
532847,1475,2026-01-10,3.2,72,Weekend
532848,3004,2026-01-02,5.9,64,Weekday
532849,2625,2026-01-26,4.5,65,Weekday
532850,1893,2026-02-21,9.1,66,Weekend
532851,1156,2026-02-12,10.8,79,Weekday
532852,3246,2026-02-08,2.0,68,Weekend
532853,2023,2025-12-18,11.1,59,Weekday
532854,1665,2025-12-08,14.5,59,Weekday
532855,3019,2026-01-05,7.4,58,Weekday
532856,2141,2026-02-26,4.3,70,Weekday
532857,2686,2025-12-11,7.7,70,Weekday
532858,1074,2026-02-20,7.1,64,Weekday
532859,1951,2026-02-24,9.2,63,Weekday
532860,3414,2025-12-11,5.8,61,Weekday
532861,3155,2026-02-18,8.3,59,Weekday
532862,2826,2025-12-07,6.7,67,Weekend
532863,2502,2025-12-11,3.3,67,Weekday
532864,1092,2025-12-26,7.2,58,Weekday
532865,3147,2025-12-27,5.8,65,Weekend
532866,1180,2026-02-23,5.8,52,Weekday
532867,1670,2025-12-09,3.8,66,Weekday
532868,3143,2026-01-08,11.8,50,Weekday
532869,1231,2026-02-20,7.7,67,Weekday
532870,3298,2026-02-22,7.8,54,Weekend
532871,2875,2026-02-03,5.6,67,Weekday
532872,2602,2026-01-28,3.3,58,Weekday
532873,2772,2026-01-29,2.9,60,Weekday
532874,3066,2026-01-04,5.8,67,Weekend
532875,2310,2026-01-02,8.4,71,Weekday
532876,3254,2026-01-14,9.3,68,Weekday
532877,3358,2026-02-26,4.1,69,Weekday
532878,3150,2026-02-24,0.5,57,Weekday
532879,1158,2025-12-12,8.6,64,Weekday
532880,2586,2026-02-15,4.9,53,Weekend
532881,1377,2026-01-03,8.2,67,Weekend
532882,1713,2025-12-04,8.4,76,Weekday
532883,1091,2025-12-27,8.2,52,Weekend
532884,3223,2025-12-24,6.4,56,Weekday
532885,2133,2026-01-27,13.0,72,Weekday
532886,3226,2026-02-23,2.5,76,Weekday
532887,1737,2026-01-08,2.6,71,Weekday
532888,2863,2026-02-08,1.0,57,Weekend
532889,1491,2026-02-05,6.0,66,Weekday
532890,3150,2025-12-25,6.9,59,Weekday
532891,3088,2026-01-18,2.2,63,Weekend
532892,3482,2026-01-23,9.4,70,Weekday
532893,2529,2026-01-18,11.1,55,Weekend
532894,1945,2026-01-05,8.2,70,Weekday
532895,1701,2025-12-28,7.7,65,Weekend
532896,2102,2025-12-20,0.5,69,Weekend
532897,3484,2026-02-06,6.0,70,Weekday
532898,2867,2026-02-17,6.4,69,Weekday
532899,1029,2026-01-23,10.0,61,Weekday
532900,1683,2026-01-26,4.8,64,Weekday
532901,1389,2025-12-07,9.9,57,Weekend
532902,3323,2026-02-25,9.3,60,Weekday
532903,2243,2025-12-26,8.9,58,Weekday
532904,1011,2025-12-30,7.4,57,Weekday
532905,2516,2025-12-26,0.5,66,Weekday
532906,2620,2025-12-03,7.7,56,Weekday
532907,2757,2026-01-15,11.3,62,Weekday
532908,1048,2026-02-01,9.1,58,Weekend
532909,2715,2026-01-05,10.1,68,Weekday
532910,3057,2026-02-22,3.2,68,Weekend
532911,1260,2026-02-08,4.2,61,Weekend
532912,1319,2026-01-03,5.6,57,Weekend
532913,1185,2025-12-28,9.6,53,Weekend
532914,3276,2025-12-19,8.0,65,Weekday
532915,2927,2026-02-08,8.8,72,Weekend
532916,1020,2026-02-11,7.1,71,Weekday
532917,1015,2026-01-11,7.0,46,Weekend
532918,1005,2025-12-20,2.2,60,Weekend
532919,3345,2025-12-12,3.3,70,Weekday
532920,1940,2025-12-17,8.2,69,Weekday
532921,1258,2025-12-19,1.2,72,Weekday
532922,2063,2026-01-04,6.5,72,Weekend
532923,1275,2026-01-31,6.0,57,Weekend
532924,1826,2026-02-15,10.7,62,Weekend
532925,2930,2025-12-13,8.0,59,Weekend
532926,2331,2025-12-27,9.7,83,Weekend
532927,2556,2026-02-12,7.7,73,Weekday
532928,1948,2025-12-31,9.7,82,Weekday
532929,1479,2026-02-02,8.8,50,Weekday
532930,1413,2026-01-24,4.1,63,Weekend
532931,2488,2025-12-12,6.7,63,Weekday
532932,2432,2026-02-14,4.9,80,Weekend
532933,3092,2026-01-02,8.6,74,Weekday
532934,2820,2026-01-28,8.1,69,Weekday
532935,1829,2026-01-14,5.1,64,Weekday
532936,2294,2026-02-23,8.2,73,Weekday
532937,1274,2026-01-18,4.0,60,Weekend
532938,2934,2026-01-29,7.0,59,Weekday
532939,2446,2025-12-16,7.0,62,Weekday
532940,2527,2026-01-16,6.7,72,Weekday
532941,1143,2025-12-03,2.2,62,Weekday
532942,1834,2026-01-19,10.2,68,Weekday
532943,2886,2025-12-06,2.0,69,Weekend
532944,3240,2025-12-26,7.0,60,Weekday
532945,1783,2026-01-18,6.9,73,Weekend
532946,2920,2026-02-14,2.0,50,Weekend
532947,1177,2026-01-19,9.8,68,Weekday
532948,3365,2026-01-23,5.1,66,Weekday
532949,3198,2026-02-04,8.3,62,Weekday
532950,1610,2026-01-08,7.8,57,Weekday
532951,1540,2026-02-22,5.3,63,Weekend
532952,3197,2026-01-20,3.7,55,Weekday
532953,2372,2026-02-22,2.8,64,Weekend
532954,3309,2025-12-04,5.7,60,Weekday
532955,1412,2025-12-05,11.4,69,Weekday
532956,2772,2026-02-07,7.9,66,Weekend
532957,2783,2026-02-18,10.0,66,Weekday
532958,2281,2025-12-31,7.0,59,Weekday
532959,1491,2025-12-02,5.2,56,Weekday
532960,2727,2026-02-11,7.0,56,Weekday
532961,2631,2025-12-23,6.6,62,Weekday
532962,2119,2026-02-08,1.8,64,Weekend
532963,2000,2025-12-18,7.5,66,Weekday
532964,2427,2026-01-02,3.7,61,Weekday
532965,3084,2026-02-12,3.1,57,Weekday
532966,2637,2026-01-23,7.0,59,Weekday
532967,1480,2026-01-21,8.0,65,Weekday
532968,1179,2026-02-16,6.9,63,Weekday
532969,1581,2025-12-16,7.0,67,Weekday
532970,2429,2026-02-24,6.9,67,Weekday
532971,2492,2026-02-02,5.8,73,Weekday
532972,2642,2025-12-16,5.7,49,Weekday
532973,2294,2025-12-17,7.2,72,Weekday
532974,3401,2025-12-03,8.4,68,Weekday
532975,2582,2025-12-27,5.9,62,Weekend
532976,1363,2026-01-23,1.6,53,Weekday
532977,3116,2026-02-26,6.9,65,Weekday
532978,3355,2026-01-03,6.1,60,Weekend
532979,1422,2026-01-09,6.9,62,Weekday
532980,3266,2026-01-16,5.9,74,Weekday
532981,2943,2026-02-18,5.2,70,Weekday
532982,3414,2026-02-24,10.5,74,Weekday
532983,2883,2026-02-07,4.4,62,Weekend
532984,3169,2026-02-08,12.2,68,Weekend
532985,1883,2025-12-09,4.7,51,Weekday
532986,2172,2025-12-23,5.9,75,Weekday
532987,2784,2026-02-12,8.7,69,Weekday
532988,2499,2025-12-17,10.9,81,Weekday
532989,1578,2026-01-03,9.0,67,Weekend
532990,3397,2026-01-29,10.9,62,Weekday
532991,3162,2026-01-23,8.9,65,Weekday
532992,1236,2025-12-06,5.0,62,Weekend
532993,3094,2026-02-15,9.9,71,Weekend
532994,3321,2026-01-26,1.1,58,Weekday
532995,1112,2025-12-23,8.8,65,Weekday
532996,3446,2025-12-04,8.7,70,Weekday
532997,1791,2026-02-01,9.5,68,Weekend
532998,2315,2026-01-24,5.0,73,Weekend
532999,3363,2025-12-04,4.9,49,Weekday
533000,1050,2026-02-10,3.3,72,Weekday
533001,1143,2025-12-13,6.6,74,Weekend
533002,2705,2026-02-14,5.4,82,Weekend
533003,2156,2026-02-04,4.3,55,Weekday
533004,2522,2026-02-08,2.0,67,Weekend
533005,1389,2026-02-03,6.3,57,Weekday
533006,3020,2025-12-24,5.9,63,Weekday
533007,2183,2026-01-22,7.8,64,Weekday
533008,1748,2026-02-22,3.8,69,Weekend
533009,3459,2025-12-09,2.8,73,Weekday
533010,2710,2026-02-16,6.4,61,Weekday
533011,2607,2026-01-16,10.2,58,Weekday
533012,3431,2025-12-14,12.5,54,Weekend
533013,1874,2025-12-25,5.6,66,Weekday
533014,1707,2026-01-13,5.4,62,Weekday
533015,2208,2026-01-23,1.5,53,Weekday
533016,1213,2026-02-14,7.9,72,Weekend
533017,2117,2025-12-04,4.9,72,Weekday
533018,3266,2025-12-29,5.1,57,Weekday
533019,3266,2026-01-09,6.1,71,Weekday
533020,1012,2025-12-20,9.6,74,Weekend
533021,3470,2026-02-18,7.4,55,Weekday
533022,2818,2025-12-07,8.6,63,Weekend
533023,1485,2026-02-28,11.5,67,Weekend
533024,1118,2025-12-31,4.7,61,Weekday
533025,3318,2026-01-29,8.8,71,Weekday
533026,1911,2025-12-06,5.7,75,Weekend
533027,2120,2026-01-12,3.9,85,Weekday
533028,1841,2026-01-30,7.1,60,Weekday
533029,1663,2025-12-03,10.2,71,Weekday
533030,2023,2026-01-25,8.6,65,Weekend
533031,3220,2025-12-24,4.5,57,Weekday
533032,1786,2026-02-24,3.7,68,Weekday
533033,1346,2026-01-26,7.3,59,Weekday
533034,1236,2025-12-06,6.4,62,Weekend
533035,3454,2026-01-13,3.3,67,Weekday
533036,3125,2026-01-30,8.9,66,Weekday
533037,2576,2026-03-01,5.0,66,Weekend
533038,2955,2025-12-15,5.4,69,Weekday
533039,3059,2026-01-04,10.1,68,Weekend
533040,1228,2025-12-27,6.9,73,Weekend
533041,1842,2026-01-13,9.4,60,Weekday
533042,1964,2026-01-11,7.9,60,Weekend
533043,1163,2025-12-11,10.7,65,Weekday
533044,2703,2026-01-07,2.4,69,Weekday
533045,1381,2026-02-20,9.7,59,Weekday
533046,1581,2025-12-21,9.2,77,Weekend
533047,2445,2026-02-09,6.9,61,Weekday
533048,2086,2026-02-19,6.3,55,Weekday
533049,2993,2026-01-10,6.8,68,Weekend
533050,1245,2025-12-03,1.4,63,Weekday
533051,3097,2025-12-12,11.3,65,Weekday
533052,2992,2026-01-04,6.1,66,Weekend
533053,2971,2026-01-10,8.1,71,Weekend
533054,2305,2025-12-15,11.1,63,Weekday
533055,3267,2025-12-14,5.5,66,Weekend
533056,2371,2026-01-12,6.5,71,Weekday
533057,1363,2026-02-27,7.4,63,Weekday
533058,1991,2025-12-14,9.3,60,Weekend
533059,1919,2025-12-09,6.1,66,Weekday
533060,1041,2026-02-17,1.9,70,Weekday
533061,3470,2026-02-21,2.7,63,Weekend
533062,3182,2025-12-28,6.5,68,Weekend
533063,2282,2026-02-02,2.9,53,Weekday
533064,2214,2026-01-30,1.4,63,Weekday
533065,3013,2026-01-10,8.4,66,Weekend
533066,3120,2025-12-31,9.5,53,Weekday
533067,2605,2026-02-08,7.0,59,Weekend
533068,1400,2026-01-30,8.1,79,Weekday
533069,2271,2026-02-24,5.4,58,Weekday
533070,2210,2026-02-18,8.7,68,Weekday
533071,2833,2026-01-18,2.9,65,Weekend
533072,2782,2026-01-25,11.2,71,Weekend
533073,1913,2025-12-17,4.7,45,Weekday
533074,1128,2025-12-02,4.7,74,Weekday
533075,1378,2025-12-18,3.7,69,Weekday
